V4	Fisher_dis2_11_r1_pr_counts	Fisher_dis2_11_r1gb_counts	Fisher_dis2_11_r1term_counts	Fisher_dis2_11_r1pr_map	Fisher_dis2_11_r1gb_map	Fisher_dis2_11_r1term_map	Fisher_dis2_11_r1pr_density	Fisher_dis2_11_r1pr_densityRPKM	Fisher_dis2_11_r1gb_density	Fisher_dis2_11_r1gb_densityRPKM	Fisher_dis2_11_r1pause_index_CI_low	Fisher_dis2_11_r1pause_index_CI_high	Fisher_dis2_11_r1pause_index_scaled	Fisher_dis2_11_r1pause_index_CI_low_scaled	Fisher_dis2_11_r1pause_index_CI_high_scaled	Fisher_dis2_11_r1_ExpPR	Fisher_dis2_11_r1_ExpGB	Fisher_dis2_11_r1Fexact_Pval
SPAC1002.18	9	600	98	100	1505	300	0.09	23.358573569774	0.398671096345515	103.470979268102	0.00728166805080568	0.0297662243575503	0.22575	0.109589104164625	0.447981676581133	31	78	1
SPAC1002.19	29	4126	484	100	1563	300	0.29	75.2665148359385	2.63979526551504	685.131687985267	0.00478806360681384	0.0102512454590832	0.109857004362579	0.0748374341745004	0.16022696652547	93	36	1
SPAC1002.20	1	10	38	100	548	300	0.01	2.59539706330822	0.0182481751824818	4.73612602793471	0.00478667548335045	0.750794709134687	0.548	0.0262309816487605	4.11435500605809	1	100	1
SPAC1006.01	43	664	276	100	1664	300	0.43	111.602073722254	0.399038461538462	103.566325122395	0.0469622358861558	0.0889925749862081	1.07759036144578	0.781451605145632	1.4808364477705	40	103	1
SPAC1006.02	206	203	29	100	1217	300	2.06	534.651795041494	0.166803615447823	43.2921613682473	0.832145394346767	1.23750292104105	12.3498522167488	10.1272094492001	15.0604105490696	43	263	1.69307383674127e-71
SPAC1006.03c	36	642	57	100	2770	300	0.36	93.434294279096	0.231768953068592	60.1532460160245	0.0394719363771528	0.0793008441563852	1.55327102803738	1.09337263764713	2.19663338313187	25	111	1
SPAC1006.04c	29	189	52	100	3993	300	0.29	75.2665148359385	0.0473328324567994	12.2847494356437	0.101696717047393	0.230147961154376	6.1268253968254	4.0607499117024	9.18980808889425	5	124	1.97633409436613e-08
SPAC1006.05c	69	525	34	100	2032	300	0.69	179.082397368267	0.258366141732283	67.0562725510244	0.101405348127486	0.170065249427049	2.67062857142857	2.06055667395051	3.45572586835764	34	135	4.05907635418211e-05
SPAC1006.06	12	968	25	100	4139	300	0.12	31.1447647596987	0.233872916163324	60.6993079797623	0.00669166127146051	0.0224144405412249	0.513099173553719	0.27696786002575	0.927733694001299	21	91	1
SPAC1006.07	197	1879	748	100	1302	300	1.97	511.29322147172	1.4431643625192	374.558454835342	0.0902733249385136	0.121722887586578	1.36505588078765	1.17535869069945	1.58483199637725	175	122	1
SPAC1006.08	11	114	81	100	1457	300	0.11	28.5493676963905	0.0782429649965683	20.3071561576621	0.0492368997981436	0.184177994723418	1.40587719298246	0.717381630058952	2.68347338312019	8	103	1
SPAC1006.09	62	1563	93	100	4844	300	0.62	160.91461792511	0.322667217175888	83.7449547884136	0.0305083692169789	0.0514720336260459	1.92148432501599	1.47782540487046	2.49330530884566	39	123	0.509383171675208
SPAC1039.01	1	1333	161	100	2977	300	0.01	2.59539706330822	0.447766207591535	116.213110023173	3.9133317046377e-05	0.00487775494653913	0.0223330832708177	0.00116499884847064	0.14521076475847	31	70	1
SPAC1039.02	3	1091	345	100	2733	300	0.03	7.78619118992467	0.399195023783388	103.606959241466	0.0007089875199955	0.00877975652568982	0.0751512373968836	0.019376628921477	0.239950745847103	29	74	1
SPAC1039.03	3	130	26	100	1499	300	0.03	7.78619118992467	0.0867244829886591	22.508446846569	0.00587785731458905	0.074747135163113	0.345923076923077	0.0881090811456899	1.12045955609506	8	95	1
SPAC1039.04	0	246	29	100	1844	300	0	0	0.133405639913232	34.6240606059557	0.000369806854100381	0.019540401183028	0	0.00681923838961103	0.360324997815036	11	89	1
SPAC1039.05c	1	316	46	100	3153	300	0.01	2.59539706330822	0.100222010783381	26.0115912466032	0.000164718351839444	0.0206476390135613	0.0997784810126582	0.00519356963349766	0.651020058097589	9	92	1
SPAC1039.06	3	187	67	100	1966	300	0.03	7.78619118992467	0.095116988809766	24.6866353427588	0.00410343018548951	0.0517063226926216	0.315401069518717	0.0806734374467239	1.01654630413694	8	95	1
SPAC1039.07c	6	170	48	100	1430	300	0.06	15.5723823798493	0.118881118881119	30.8543706826852	0.0141300080258065	0.0823769586677565	0.504705882352941	0.202059114769034	1.17799050894892	11	95	1
SPAC1039.08	3	87	14	100	995	300	0.03	7.78619118992467	0.0874371859296482	22.6934215585744	0.0087236820042207	0.112590447973692	0.343103448275862	0.086800635941996	1.12027495733824	8	95	1
SPAC1039.09	0	686	76	100	3060	300	0	0	0.224183006535948	58.1843916807007	0.000132536077568628	0.00699065130860721	0	0.00405560397360001	0.213913930043381	18	82	1
SPAC1039.10	0	67	17	100	888	300	0	0	0.0754504504504505	19.5823877524382	0.00136109033415423	0.0724580173373754	0	0.0120864821672895	0.643427193955894	7	93	1
SPAC1039.11c	0	203	63	100	3471	300	0	0	0.0584845865744742	15.1790724244186	0.000448226210902903	0.0236980151536435	0	0.0155579317804398	0.822558105982966	5	95	1
SPAC105.01c	20	332	19	100	3151	300	0.2	51.9079412661645	0.105363376705808	27.3459798482491	0.0372903243723499	0.0962551242835164	1.89819277108434	1.17501812097275	3.0329989661736	11	109	1
SPAC105.02c	26	232	116	100	1418	300	0.26	67.4803236460138	0.16361071932299	42.4634780456635	0.0730743525258233	0.170647657510432	1.58913793103448	1.03619431881617	2.41978378349792	17	109	1
SPAC105.03c	7	388	8	100	2487	294	0.07	18.1677794431576	0.156011258544431	40.4911162269236	0.00784833133824335	0.0392774692176045	0.448685567010309	0.195188000382112	0.976830659441823	14	93	1
SPAC1071.01c	38	489	36	100	2319	300	0.38	98.6250884057125	0.210866752910737	54.7282951253869	0.055043560968573	0.109257599309062	1.80208588957055	1.27646017886121	2.53368372797716	24	114	1
SPAC1071.02	7	426	32	100	3405	300	0.07	18.1677794431576	0.12511013215859	32.4710469594509	0.00715285670185481	0.0357491145357505	0.559507042253521	0.243554770698156	1.21725734994231	11	96	1
SPAC1071.03c	19	438	30	100	1677	300	0.19	49.3125442028562	0.261180679785331	67.7867569307693	0.0266041274535779	0.0698897477246288	0.727465753424657	0.446151217396502	1.17205106934202	24	95	1
SPAC1071.04c	7	18	45	100	331	300	0.07	18.1677794431576	0.054380664652568	14.1139417340024	0.147741824161462	0.984087992739588	1.28722222222222	0.489025437974441	3.25733125596804	5	102	1
SPAC1071.05	16	189	102	100	1458	300	0.16	41.5263530129316	0.12962962962963	33.6440360058473	0.0490103602860352	0.144032583332885	1.23428571428571	0.714571052970393	2.09999506499346	13	103	1
SPAC1071.06	170	233	28	100	1678	300	1.7	441.217500762398	0.138855780691299	36.0385885429569	0.595839675447729	0.893278490564854	12.2429184549356	9.99818975401289	14.9892130716783	32	238	2.26036645830416e-66
SPAC1071.07c	170	181	340	100	468	300	1.7	441.217500762398	0.386752136752137	100.377535995468	0.757770323742824	1.16408982988985	4.39558011049724	3.54636511511642	5.44794040388449	75	195	2.81762805203762e-19
SPAC1071.08	18	71	224	100	320	300	0.18	46.717147139548	0.221875	57.5853723421512	0.145956951102764	0.435489783896536	0.811267605633803	0.467062243528844	1.39356730846891	21	97	1
SPAC1071.09c	179	151	205	100	2232	300	1.79	464.576074332172	0.0676523297491039	17.5584657956784	0.949246105180274	1.4805502445621	26.4588079470199	21.1871730676237	33.0458814586261	17	262	7.49533526987446e-108
SPAC1071.10c	380	19471	755	100	4273	300	3.8	986.250884057125	4.55675169670021	1182.65799718405	0.017608124387102	0.021628182374894	0.833927379179292	0.752395155060867	0.92417223287922	393	87	1
SPAC1071.11	32	741	42	100	2136	300	0.32	83.0527060258631	0.346910112359551	90.0369486849903	0.0297960104814646	0.0622496214854945	0.922429149797571	0.636442783884084	1.32965191493016	33	99	1
SPAC1071.12c	5	39	44	100	736	300	0.05	12.9769853165411	0.0529891304347826	13.7527833517691	0.0444957442516396	0.339662873019732	0.943589743589744	0.327488677692067	2.49991874542523	5	100	1
SPAC1071.13	3	708	68	100	3378	300	0.03	7.78619118992467	0.209591474245115	54.3973096750214	0.00109154016484753	0.0135435016585917	0.143135593220339	0.0368722267685495	0.457499486027229	17	86	1
SPAC1093.01	72	3763	111	100	5223	300	0.72	186.868588558192	0.720467164464867	186.989836286212	0.0150427614922698	0.0242975710633092	0.999351581185224	0.785683432741253	1.26906213663664	72	100	1
SPAC1093.02	80	225	161	100	992	300	0.8	207.631765064658	0.226814516129032	58.8673729076966	0.273208696544751	0.462235064872447	3.52711111111111	2.71023026972393	4.58537184353468	33	147	1.33068759381868e-09
SPAC1093.03	13	344	48	100	3353	300	0.13	33.7401618230069	0.102594691321205	26.6273960566069	0.0207862703387582	0.0672613873744027	1.26712209302326	0.696963644458564	2.25527431866372	10	103	1
SPAC1093.04c	8	405	13	100	4949	300	0.08	20.7631765064658	0.0818347140836533	21.2393576609382	0.00911676731677781	0.0409369441229214	0.97758024691358	0.451188814507334	2.02596936464338	8	100	1
SPAC1093.05	48	596	118	100	2479	300	0.48	124.579059038795	0.240419524001614	62.3984126555749	0.059322158129412	0.109022447486252	1.99651006711409	1.47059630002812	2.70266647318419	28	120	1
SPAC1093.06c	5	1717	47	100	12942	300	0.05	12.9769853165411	0.132668830165353	34.4328292203695	0.00107061343955612	0.00723433482780651	0.3768782760629	0.138558791347352	0.936267613414718	12	93	1
SPAC1093.07	0	145	21	100	1791	300	0	0	0.0809603573422669	21.0124273690504	0.000627792083890632	0.0332366573016508	0	0.0112437562224812	0.595268532272566	7	93	1
SPAC10F6.01c	64	3825	230	100	4905	300	0.64	166.105412051726	0.779816513761468	202.393348973577	0.0129615948564279	0.0215572897044467	0.820705882352941	0.635766227707787	1.05738506000311	71	93	1
SPAC10F6.02c	9	349	33	100	3591	300	0.09	23.358573569774	0.0971874129768867	25.2239926230735	0.0124711001537758	0.0513800642418941	0.926045845272206	0.447837206522089	1.84505810692642	9	100	1
SPAC10F6.03c	94	1293	329	100	2113	300	0.94	243.967323950973	0.611926171320398	158.81913880064	0.0586214351355737	0.0900624816538971	1.53613302397525	1.23867092441467	1.90302023734685	73	121	1
SPAC10F6.04	0	284	7	100	2665	300	0	0	0.10656660412758	27.658265139945	0.000320286893486122	0.0169174895412107	0	0.00853564571140515	0.450851096273265	9	91	1
SPAC10F6.05c	2	152	62	100	2025	300	0.02	5.19079412661645	0.0750617283950617	19.4814989443383	0.00225772493484643	0.0537077697744938	0.266447368421053	0.0457189299306402	1.0875823379335	7	95	1
SPAC10F6.06	50	533	682	100	890	300	0.5	129.769853165411	0.598876404494382	155.432206150931	0.0694129883810612	0.126436553809511	0.834896810506567	0.617775596591444	1.12528532890465	56	94	1
SPAC10F6.07c	6	75	27	100	366	300	0.06	15.5723823798493	0.204918032786885	53.184366051398	0.0314282725247329	0.190625550184292	0.2928	0.115027477440522	0.69768951367451	18	88	1
SPAC10F6.08c	59	140	18	100	983	300	0.59	153.128426735185	0.142421159715158	36.9639459677672	0.307284248191631	0.577087311470726	4.14264285714286	3.02060415972374	5.67276827175724	19	140	2.89310775329105e-09
SPAC10F6.09c	10	715	143	100	3689	300	0.1	25.9539706330822	0.193819463269179	50.3038465780802	0.00707391845529639	0.0267834049381374	0.515944055944056	0.260956851815884	0.988039808167888	17	93	1
SPAC10F6.10	4	205	99	100	1670	300	0.04	10.3815882532329	0.122754491017964	31.859664549592	0.00618653796077649	0.0542884735837704	0.325853658536585	0.103315183944967	0.906617508848966	11	93	1
SPAC10F6.11c	20	327	12	100	2545	300	0.2	51.9079412661645	0.128487229862475	33.3475379057677	0.0378525165625632	0.0977481401431529	1.5565749235474	0.963346546517232	2.48769016664324	13	107	1
SPAC10F6.12c	39	74	43	100	987	300	0.39	101.220485469021	0.0749746707193516	19.4589040207506	0.351075231831816	0.789243874837779	5.20175675675676	3.46511253818003	7.78983704464888	9	130	4.25622625350897e-08
SPAC10F6.13c	81	414	63	100	1199	300	0.81	210.227162127966	0.345287739783153	89.6158785829528	0.153052622944333	0.249805947585402	2.34586956521739	1.83510094910255	2.99517331154897	46	135	0.000858188215497161
SPAC10F6.14c	18	308	128	100	1579	300	0.18	46.717147139548	0.195060164661178	50.625857853004	0.0352034988099727	0.0957786897024381	0.922792207792208	0.555863246209469	1.5123455104015	19	99	1
SPAC10F6.15	1	18	1	100	1234	300	0.01	2.59539706330822	0.0145867098865478	3.78583040028752	0.00276112751307903	0.390963955466763	0.685555555555555	0.0340723135113952	4.82449521045986	1	100	1
SPAC10F6.16	16	304	162	100	1061	300	0.16	41.5263530129316	0.286522148916117	74.3638743869651	0.0307214660770558	0.088788201943335	0.558421052631579	0.325954755077562	0.942042822618784	25	91	1
SPAC10F6.17c	13	166	58	100	1801	300	0.13	33.7401618230069	0.0921710161021655	23.9220384513695	0.0425775275264453	0.141084629567499	1.41042168674699	0.766821270751281	2.54093417851066	9	104	1
SPAC110.01	1	4833	335	100	5792	300	0.01	2.59539706330822	0.83442679558011	216.566885479431	1.07987518390881e-05	0.00134429388821628	0.0119842747775709	0.000625463706519983	0.0778615020054869	45	56	1
SPAC110.02	186	542	127	100	3853	300	1.86	482.743853775329	0.140669608097586	36.5093487753194	0.289487483645497	0.406693730964169	13.2224723247232	11.153952744861	15.6699094540494	35	251	2.06636041610079e-83
SPAC110.03	36	839	103	100	1448	300	0.36	93.434294279096	0.579419889502762	150.382467963784	0.0302714121362392	0.0605431371576854	0.621311084624553	0.438330047732744	0.876664626043284	49	87	1
SPAC110.04c	63	2666	232	100	2755	300	0.63	163.510014988418	0.967695099818512	251.155302024672	0.0182514751289466	0.0305352287450943	0.651031507876969	0.502828139802479	0.841245551927348	80	83	1
SPAC110.05	1	150	54	100	1707	300	0.01	2.59539706330822	0.0878734622144113	22.8066525774009	0.000345912909165542	0.0437173310884669	0.1138	0.0059047333594558	0.746254841680131	8	93	1
SPAC1142.01	84	363	20	100	1904	300	0.84	218.013353317891	0.190651260504202	49.4815721628616	0.181186695283549	0.295213509209731	4.40595041322314	3.44979467819877	5.62086521535327	29	155	2.0508398743875e-15
SPAC1142.02c	83	364	136	100	1080	300	0.83	215.417956254583	0.337037037037037	87.4744936152031	0.178329230370143	0.291231144364609	2.46263736263736	1.92595568799754	3.14529635913778	46	137	0.000177410314150157
SPAC1142.03c	3	195	139	100	2243	300	0.03	7.78619118992467	0.086937137761926	22.5636392039725	0.00393663690020192	0.0495620252452298	0.345076923076923	0.088298765671529	1.11167622625051	8	95	1
SPAC1142.04	3	715	91	100	2169	300	0.03	7.78619118992467	0.32964499769479	85.5559658951304	0.00108088083856078	0.0134105144546489	0.091006993006993	0.0234443053883834	0.290874058521334	25	78	1
SPAC1142.05	13	190	89	100	969	300	0.13	33.7401618230069	0.196078431372549	50.8901384962397	0.0373041870364949	0.122901404031475	0.663	0.361477572383636	1.19091460506499	18	95	1
SPAC1142.06	41	416	50	100	1508	300	0.41	106.411279595637	0.275862068965517	71.5971603671234	0.070523680742172	0.137236488342232	1.48625	1.06349710559195	2.06952624420085	30	111	1
SPAC1142.07c	6	84	51	100	1016	300	0.06	15.5723823798493	0.0826771653543307	21.4580072163278	0.0281618351084639	0.169531331092438	0.725714285714286	0.286124244701994	1.72243832389917	8	98	1
SPAC1142.08	6	357	84	100	2324	300	0.06	15.5723823798493	0.153614457831325	39.8690512737107	0.00678231824892656	0.0388893386011322	0.390588235294118	0.157621076105053	0.903788229090312	14	92	1
SPAC1142.09	15	0	36	100	3	300	0.15	38.9309559496233	0	0	2.94527336211425	162.576464545525	NA	0.0883582008634275	4.87729393636575	0	115	1
SPAC11D3.01c	40	15	46	100	130	300	0.4	103.815882532329	0.115384615384615	29.946889192018	1.42782629673003	5.04462345857342	3.46666666666667	1.85617418574904	6.55801049614545	14	126	0.490983079352468
SPAC11D3.02c	45	63	51	100	450	300	0.45	116.79286784887	0.14	36.3355588863151	0.478826976240931	1.06419436408881	3.21428571428571	2.15472139308419	4.78887463839964	17	128	0.00218449574321149
SPAC11D3.03c	3	37	6	100	1284	300	0.03	7.78619118992467	0.028816199376947	7.47894792386326	0.0199625666080716	0.273498472796944	1.04108108108108	0.25631935524764	3.51172039071276	2	101	1
SPAC11D3.04c	0	126	31	100	1836	300	0	0	0.0686274509803922	17.8115484736839	0.000722626557887521	0.0382847122909604	0	0.0132674236028149	0.702907317662032	6	94	1
SPAC11D3.05	23	837	63	100	1753	300	0.23	59.6941324560891	0.477467199087279	123.921696633713	0.0177278858307241	0.0422101635622398	0.481708482676225	0.310769838612593	0.739944167246064	39	84	1
SPAC11D3.06	4	183	30	100	1521	300	0.04	10.3815882532329	0.120315581854043	31.2266707814204	0.00692175788221612	0.0608996358287758	0.332459016393443	0.105279937388507	0.926283460955681	11	93	1
SPAC11D3.07c	48	908	23	100	4030	300	0.48	124.579059038795	0.22531017369727	58.4769363147361	0.0390949648306076	0.0712708602850984	2.13039647577093	1.57552708267349	2.87221566948946	27	121	0.267143253338567
SPAC11D3.08c	12	478	87	100	3214	300	0.12	31.1447647596987	0.148724331051649	38.599869205393	0.0134989367799013	0.0455750999953128	0.806861924686192	0.433855828106027	1.46478371384935	14	98	1
SPAC11D3.09	0	30	7	100	1729	300	0	0	0.0173510699826489	4.50329160782225	0.00305234191746883	0.164578840345685	0	0.0527749917530361	2.8455681495769	1	99	1
SPAC11D3.10	2	193	1	100	4126	300	0.02	5.19079412661645	0.0467765390208434	12.140369200642	0.00178164823734794	0.0421912494523373	0.427564766839378	0.073510806272976	1.74081095240344	4	98	1
SPAC11D3.11c	7	241	32	100	2151	300	0.07	18.1677794431576	0.112040911204091	29.0790651909475	0.0125800847449996	0.0635341507682333	0.624771784232365	0.270597622864941	1.3666195830247	10	97	1
SPAC11D3.13	3	70	64	100	920	300	0.03	7.78619118992467	0.0760869565217391	19.7475863512582	0.0107888205887194	0.140758323650804	0.394285714285714	0.0992571494162185	1.2949765775874	7	96	1
SPAC11D3.14c	7	784	23	100	4308	300	0.07	18.1677794431576	0.181987000928505	47.2328527770113	0.00389836209324171	0.0193622680673597	0.384642857142857	0.167941438976853	0.834126508341855	16	91	1
SPAC11D3.15	10	541	13	100	3921	300	0.1	25.9539706330822	0.137975006375924	35.8099926358008	0.00933500314777992	0.0354537072887263	0.724768946395564	0.366025473424451	1.39013986279096	13	97	1
SPAC11D3.16c	20	234	116	100	945	300	0.2	51.9079412661645	0.247619047619048	64.2669749009655	0.0526041737893135	0.137377845207505	0.807692307692308	0.497109442309012	1.29822063721092	23	97	1
SPAC11D3.17	5	396	75	100	3291	300	0.05	12.9769853165411	0.120328167730173	31.2299373160151	0.00462064759044092	0.0315267517925149	0.415530303030303	0.152065512201411	1.03754540149167	11	94	1
SPAC11D3.18c	9	277	32	100	2031	300	0.09	23.358573569774	0.136386016740522	35.3975867324657	0.015675765536606	0.0648964610738623	0.659891696750902	0.318374798048467	1.31804712441014	13	96	1
SPAC11D3.19	9	36	3	100	1210	300	0.09	23.358573569774	0.0297520661157025	7.72184250240463	0.112211845848801	0.539685470190312	3.025	1.3577633347705	6.53019418930278	3	106	1
SPAC11E3.01c	9	659	52	100	3812	300	0.09	23.358573569774	0.172875131164743	44.8679607743998	0.00663289343362207	0.0270876824948866	0.520606980273141	0.252845897689673	1.03258245670508	16	93	1
SPAC11E3.02c	16	611	109	100	3850	300	0.16	41.5263530129316	0.158701298701299	41.1892884592552	0.0153907946632919	0.0438633424916831	1.00818330605565	0.592545594536737	1.6887386859298	15	101	1
SPAC11E3.03	2	31	60	100	987	300	0.02	5.19079412661645	0.0314083080040527	8.15170303571985	0.0106801732844829	0.275851694734321	0.636774193548387	0.105413310317846	2.72265622702774	3	99	1
SPAC11E3.04c	15	112	46	100	714	300	0.15	38.9309559496233	0.156862745098039	40.7121107969917	0.0750886159667751	0.235055190022427	0.95625	0.536132718002774	1.67829405676013	15	100	1
SPAC11E3.05	8	486	13	100	3997	300	0.08	20.7631765064658	0.121591193395046	31.5577426261645	0.00760668219629546	0.0340694145880154	0.657942386831276	0.304039087385929	1.36175450108298	11	97	1
SPAC11E3.06	8	72	21	100	1847	300	0.08	20.7631765064658	0.0389821331889551	10.1174114000104	0.0495980620710347	0.238658751428835	2.05222222222222	0.916076206452012	4.40802713889058	4	104	1
SPAC11E3.07	26	359	130	100	1208	300	0.26	67.4803236460138	0.297185430463576	77.1314193483156	0.0475942233809108	0.109400333461015	0.874874651810585	0.574938218441403	1.32155602820906	28	98	1
SPAC11E3.08c	15	104	30	100	1531	300	0.15	38.9309559496233	0.0679294578706728	17.6303915469664	0.0806513150360936	0.253836237075884	2.20817307692308	1.23477163320259	3.88623278963178	7	108	1
SPAC11E3.09	1	164	32	100	1333	300	0.01	2.59539706330822	0.123030757689422	31.9313667203712	0.000316545893997051	0.0399526425995154	0.0812804878048781	0.00421955676698068	0.532568725851541	11	90	1
SPAC11E3.10	8	197	72	100	1069	300	0.08	20.7631765064658	0.184284377923293	47.8291133275697	0.0185976598095044	0.0848586428372725	0.434111675126904	0.198808983363602	0.907138891930443	16	92	1
SPAC11E3.11c	5	588	17	100	3255	300	0.05	12.9769853165411	0.180645161290323	46.8845921113743	0.00311795776954344	0.0211866302823999	0.276785714285714	0.101489525398639	0.689624815692118	16	89	1
SPAC11E3.12	4	130	0	100	2724	300	0.04	10.3815882532329	0.0477239353891336	12.3862561758469	0.00969844980386257	0.0861815683337005	0.838153846153846	0.264185772657216	2.34758592141	4	100	1
SPAC11E3.13c	142	3496	286	100	2103	300	1.42	368.546382989768	1.66238706609605	431.455450942727	0.0342150858855697	0.0481909553834138	0.854193363844394	0.719543256173531	1.01345579171319	151	91	1
SPAC11E3.14	25	557	64	100	2681	300	0.25	64.8849265827056	0.207758299142111	53.9215279471347	0.0294029756999515	0.0679742981981009	1.20332136445242	0.788293778515701	1.82239093469108	21	104	1
SPAC11E3.15	192	368	859	100	406	300	1.92	498.316236155179	0.9064039408867	235.247812634834	0.436516209186315	0.623462414151585	2.11826086956522	1.77225580929644	2.53125740145543	138	154	0.000430805308055668
SPAC11G7.01	55	1686	213	100	2966	300	0.55	142.746838481952	0.56844234659474	147.533359701202	0.0246952242844723	0.0429877552644966	0.967556346381969	0.73246035227745	1.27501682114497	56	99	1
SPAC11G7.02	71	758	118	100	2923	300	0.71	184.273191494884	0.259322613752993	67.3045150183932	0.0728637469557731	0.12021981618667	2.73790237467018	2.12980732351725	3.51402522713635	35	136	8.2509368903864e-06
SPAC11G7.03	8	229	58	100	1164	300	0.08	20.7631765064658	0.196735395189003	51.0606466922322	0.0160325505839743	0.0728370305258054	0.406637554585153	0.186618888797461	0.847823035320375	17	91	1
SPAC11G7.04	50	151	636	93	363	300	0.537634408602151	139.537476521947	0.415977961432507	107.962797950287	0.237371688443438	0.460894088899069	1.29245887630848	0.926515300053421	1.79897370183185	42	101	1
SPAC11G7.05c	3	228	3	100	1975	296	0.03	7.78619118992467	0.115443037974684	29.9620521738873	0.00337136114202439	0.0423220313119179	0.259868421052632	0.0665843825549816	0.835860118410378	10	93	1
SPAC11G7.06c	1	137	15	100	2860	300	0.01	2.59539706330822	0.0479020979020979	12.4324964221408	0.000378521250794351	0.0479092728317716	0.208759124087591	0.0108257077727185	1.37020520298867	4	97	1
SPAC11H11.01	0	39	1	100	1378	300	0	0	0.0283018867924528	7.34546338672139	0.00234390037330292	0.125706278271577	0	0.0322989471441143	1.73223251458233	2	98	1
