V4	Fisher_dis2_11_r2_pr_counts	Fisher_dis2_11_r2gb_counts	Fisher_dis2_11_r2term_counts	Fisher_dis2_11_r2pr_map	Fisher_dis2_11_r2gb_map	Fisher_dis2_11_r2term_map	Fisher_dis2_11_r2pr_density	Fisher_dis2_11_r2pr_densityRPKM	Fisher_dis2_11_r2gb_density	Fisher_dis2_11_r2gb_densityRPKM	Fisher_dis2_11_r2pause_index_CI_low	Fisher_dis2_11_r2pause_index_CI_high	Fisher_dis2_11_r2pause_index_scaled	Fisher_dis2_11_r2pause_index_CI_low_scaled	Fisher_dis2_11_r2pause_index_CI_high_scaled	Fisher_dis2_11_r2_ExpPR	Fisher_dis2_11_r2_ExpGB	Fisher_dis2_11_r2Fexact_Pval
SPAC6F12.15c	6	35	8	100	2525	300	0.06	96.4193082878823	0.0138613861386139	22.2750877232731	0.0648817861530847	0.425764869777491	4.32857142857143	1.63826510036539	10.7505629618816	1	105	1
SPAC6F12.16c	8	184	24	100	3372	300	0.08	128.559077717176	0.0545670225385528	87.6885761416091	0.019890506539057	0.0909570747002048	1.46608695652174	0.670707880497003	3.06707255889091	5	103	1
SPAC6F12.17	5	48	10	100	2268	300	0.05	80.3494235732353	0.0211640211640212	34.0103380204171	0.0365432068674776	0.27264061976841	2.3625	0.828799931754391	6.18348925634754	2	103	1
SPAC6F6.01	8	223	22	100	6086	300	0.08	128.559077717176	0.0366414722313506	58.8824234532746	0.0164581767957769	0.0748246028351843	2.18331838565022	1.00164463979098	4.55382532854932	3	105	1
SPAC6F6.02c	20	58	2	100	1613	300	0.2	321.397694292941	0.0359578425294482	57.7838384035666	0.200754964090852	0.587209189689002	5.56206896551724	3.23817757078544	9.4716842296836	4	116	0.000352188365830037
SPAC6F6.03c	3	330	37	100	1977	300	0.03	48.2096541439412	0.166919575113809	268.237832869678	0.00233500614737461	0.0291568275488214	0.179727272727273	0.0461630715335961	0.5764304806402	14	89	1
SPAC6F6.04c	0	23	5	100	2585	300	0	0	0.00889748549323017	14.2981566126454	0.00399043342974737	0.216691035021888	0	0.103152704158969	5.60146325531581	0	100	1
SPAC6F6.05	4	33	38	100	742	300	0.04	64.2795388585882	0.0444743935309973	71.4698376796972	0.0364931372404392	0.357924551061431	0.899393939393939	0.270779078324059	2.65580016887582	4	100	1
SPAC6F6.06c	7	131	8	100	4007	300	0.07	112.489193002529	0.0326927876216621	52.536932808055	0.0229213510403175	0.11810442499637	2.14114503816794	0.918458536185522	4.73244430960456	3	104	1
SPAC6F6.07c	15	219	88	100	620	300	0.15	241.048270719706	0.353225806451613	567.629798791565	0.0390629425023065	0.118091763860201	0.424657534246575	0.242190243514301	0.732168935933244	30	85	1
SPAC6F6.08c	1	20	51	100	1289	300	0.01	16.0698847146471	0.0155159038013964	24.9338785331995	0.00249697159993946	0.349045314408539	0.6445	0.0321859639232196	4.49919410272607	1	100	1
SPAC6F6.09	3	8	8	100	687	300	0.03	48.2096541439412	0.0116448326055313	18.7131117492251	0.0790706961718822	1.54345429461482	2.57625	0.543215682700831	10.6035310040038	1	102	1
SPAC6F6.10c	2	52	8	100	1054	300	0.02	32.1397694292941	0.0493358633776091	79.2821636775756	0.00648283335729948	0.160629404222807	0.405384615384615	0.0683290635859366	1.69303392050839	4	98	1
SPAC6F6.11c	0	16	1	100	1360	300	0	0	0.0117647058823529	18.9057467231142	0.00576104614150375	0.317064970660191	0	0.078350227524451	4.31208360097859	1	99	1
SPAC6F6.12	0	53	11	100	1658	300	0	0	0.0319662243667069	51.3693540335521	0.00172214121145853	0.0919284576549814	0	0.0285531012859825	1.52417382791959	3	97	1
SPAC6F6.13c	1	117	6	100	2453	300	0.01	16.0698847146471	0.0476966979209132	76.6480436858421	0.000442728847975229	0.0561996970150585	0.20965811965812	0.0108601386408324	1.37857856777939	4	97	1
SPAC6F6.15	0	69	18	100	1497	300	0	0	0.0460921843687375	74.0696089051868	0.00132151069990568	0.0703300097572749	0	0.019783015177588	1.05284024606641	4	96	1
SPAC6F6.16c	0	50	8	100	3265	300	0	0	0.0153139356814701	24.6093180928745	0.00182593230767121	0.0975451588739486	0	0.0596166898454651	3.18484943723442	1	99	1
SPAC6F6.17	1	212	19	100	4232	300	0.01	16.0698847146471	0.0500945179584121	80.5013128427499	0.000245179928673997	0.0308454509491701	0.199622641509434	0.0103760145814835	1.30537948416888	4	97	1
SPAC6F6.19	2	3	4	100	362	300	0.02	32.1397694292941	0.00828729281767956	13.3175840176633	0.0782648165603505	4.86773260028688	2.41333333333333	0.283318635948469	17.6211920130385	0	102	1
SPAC6G10.02c	6	143	6	100	3578	300	0.06	96.4193082878823	0.0399664617104528	64.2256432139332	0.0167501487226776	0.0982351122217779	1.50125874125874	0.599320321297404	3.51485231529521	4	102	1
SPAC6G10.03c	3	59	28	100	2002	300	0.03	48.2096541439412	0.0294705294705295	47.3588011071017	0.0127403771074271	0.167938348090167	1.01796610169492	0.255062349690691	3.36212572876514	2	101	1
SPAC6G10.04c	4	63	10	100	1105	300	0.04	64.2795388585882	0.0570135746606335	91.6201571966303	0.0196776916573705	0.181294313351474	0.701587301587302	0.217438492813944	2.00330216253379	5	99	1
SPAC6G10.05c	5	88	12	100	3701	300	0.05	80.3494235732353	0.0237773574709538	38.2099393377179	0.0203674679576783	0.145157376322844	2.10284090909091	0.753799989113674	5.37227449770845	2	103	1
SPAC6G10.06	0	0	0	100	1063	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC6G10.07	1	84	11	100	2705	300	0.01	16.0698847146471	0.0310536044362292	49.9027843264456	0.000614803256201382	0.0786573815564277	0.322023809523809	0.0166304280802474	2.12768217110137	3	98	1
SPAC6G10.08	9	42	7	100	1397	300	0.09	144.628962431824	0.0300644237652112	48.3131823919239	0.0972798422232751	0.456893459877155	2.99357142857143	1.35899939585915	6.38280163448386	3	106	1
SPAC6G10.09	1	115	2	100	3460	300	0.01	16.0698847146471	0.0332369942196532	53.4114665371217	0.000450368331615882	0.0571893144029807	0.300869565217391	0.0155827442739095	1.97875027834313	3	98	1
SPAC6G10.10c	34	25	5	100	1337	300	0.34	546.376080298	0.018698578908003	30.0484007379339	0.789235483610436	2.35017988480314	18.1832	10.5520784158715	31.421905059818	2	132	1.24141452767722e-18
SPAC6G10.11c	20	5	83	100	164	300	0.2	321.397694292941	0.0304878048780488	48.9935509592898	1.42126592534867	12.1448565212298	6.56	2.33087611757182	19.9175646948168	3	117	0.330964431446894
SPAC6G10.12c	2	62	14	100	1726	300	0.02	32.1397694292941	0.0359212050984936	57.7249624743985	0.00546087585799975	0.133967989656686	0.556774193548387	0.0942547173090757	2.3122875014744	3	99	1
SPAC6G9.01c	0	34	8	100	1087	300	0	0	0.031278748850046	50.2645888038638	0.00269086889544985	0.144693076160053	0	0.0292497448935398	1.57281373785978	3	97	1
SPAC6G9.02c	1	89	32	100	1931	300	0.01	16.0698847146471	0.046090108751942	74.0662734129253	0.000580611590882612	0.0741669819224664	0.216966292134831	0.0112116098199432	1.43216442092283	4	97	1
SPAC6G9.03c	1	7	3	100	1333	300	0.01	16.0698847146471	0.00525131282820705	8.43879917498345	0.00660323359662749	1.14229470290644	1.90428571428571	0.0880211038430444	15.2267883897428	0	101	1
SPAC6G9.04	1	130	20	100	4892	300	0.01	16.0698847146471	0.026573998364677	42.7041090127579	0.000398762187448416	0.0505175616797515	0.376307692307692	0.0195074462099765	2.47131911737344	2	99	1
SPAC6G9.05	11	21	2	100	1018	300	0.11	176.768731861118	0.0206286836935167	33.1500568769733	0.237211125519814	1.13790421416517	5.33238095238095	2.4148092577917	11.5838649002014	2	109	0.620492448078123
SPAC6G9.06c	3	62	7	100	3683	300	0.03	48.2096541439412	0.0168341026337225	27.0522088598457	0.0121414045432518	0.159537396667709	1.78209677419355	0.447167929327964	5.87576231927172	1	102	1
SPAC6G9.07c	2	32	14	100	813	300	0.02	32.1397694292941	0.039360393603936	63.2516987538384	0.0103607343252721	0.266746389187881	0.508125	0.0842327700644619	2.16864814409747	3	99	1
SPAC6G9.08	0	116	8	100	2404	300	0	0	0.0482529118136439	77.5418729991289	0.000785041648909857	0.0416110040714889	0	0.018872401239793	1.00032853787859	4	96	1
SPAC6G9.09c	4	14	15	90	322	300	0.0444444444444444	71.4217098428758	0.0434782608695652	69.8690639767263	0.0795907815169477	0.92609145582224	1.02222222222222	0.284758129427302	3.31334943083068	3	91	1
SPAC6G9.10c	3	155	6	100	5433	300	0.03	48.2096541439412	0.0285293576293024	45.8463488085826	0.00494078540909031	0.062527000354785	1.05154838709677	0.268432871275877	3.39709192927547	2	101	1
SPAC6G9.11	0	117	49	100	2009	300	0	0	0.0582379293180687	93.5876810161128	0.000778319108469417	0.0412525893923295	0	0.0156364308891506	0.828764520891899	5	95	1
SPAC6G9.12	1	54	8	100	1968	300	0.01	16.0698847146471	0.0274390243902439	44.0941958633608	0.000950728189351767	0.123527161358272	0.364444444444444	0.0187103307664428	2.43101453553079	2	99	1
SPAC6G9.13c	0	9	16	100	493	300	0	0	0.0182555780933063	29.3365035358668	0.0103569347612096	0.590306163886248	0	0.0510596883727631	2.9102093879592	1	99	1
SPAC6G9.14	5	201	0	100	3940	300	0.05	80.3494235732353	0.0510152284263959	81.9808839503568	0.00905086587367831	0.0625100097716264	0.980099502487562	0.356604115422925	2.46289438500208	5	100	1
SPAC6G9.15c	0	27	1	100	1838	300	0	0	0.014689880304679	23.6064682968156	0.00339432100419189	0.183491530730493	0	0.062387620057047	3.37257433482646	1	99	1
SPAC6G9.16c	0	5	3	100	1008	300	0	0	0.00496031746031746	7.97117297353525	0.0190383591688732	1.16008855872718	0	0.191906660422242	11.69369267197	0	100	1
SPAC732.01	2	58	9	100	975	300	0.02	32.1397694292941	0.0594871794871795	95.5952116358492	0.00582839169848962	0.143495553135204	0.336206896551724	0.0568268190602738	1.39908164306824	5	97	1
SPAC732.02c	3	45	3	100	1623	300	0.03	48.2096541439412	0.0277264325323475	44.5560574343264	0.0165507769135196	0.222631693494114	1.082	0.268619109306423	3.61331238540947	2	101	1
SPAC750.01	1	1	1	100	464	300	0.01	16.0698847146471	0.0021551724137931	3.46333722298428	0.027408528703162	36.4849938072245	4.64	0.127175573182672	169.290371265522	0	101	1
SPAC750.05c	0	0	0	13	70	0	0	0	0	0	NA	NA	NA	NA	NA	0	13	1
SPAC750.06c	0	0	0	0	55	36	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC767.01c	3	135	5	100	2441	300	0.03	48.2096541439412	0.0553052027857435	88.8748232887076	0.00566304579962194	0.0719354171112014	0.542444444444445	0.138234947968772	1.75594353168443	5	98	1
SPAC7D4.02c	7	12	6	100	1879	300	0.07	112.489193002529	0.00638637573177222	10.2628321753999	0.208167514267631	1.58848024442195	10.9608333333333	3.91146759308879	29.8475437926885	0	107	0.202553078779379
SPAC7D4.03c	14	260	6	100	3209	300	0.14	224.978386005059	0.0810221252726706	130.201621246751	0.0301855223316919	0.0942608055158216	1.72792307692308	0.968653411623992	3.02482924900271	8	106	1
SPAC7D4.04	1	88	20	100	2903	300	0.01	16.0698847146471	0.0303134688253531	48.7133949324472	0.000587142256131819	0.075023577202824	0.329886363636364	0.0170447396955067	2.17793444619798	2	99	1
SPAC7D4.05	8	7	0	100	1369	300	0.08	128.559077717176	0.00511322132943755	8.21688772845357	0.377852306059638	3.48910169561683	15.6457142857143	5.17279806995645	47.7658022129944	0	108	0.0168900209287958
SPAC7D4.06c	1	16	8	100	1705	300	0.01	16.0698847146471	0.0093841642228739	15.0802437204899	0.00308778638028139	0.444289421552728	1.065625	0.0526467577837976	7.57513463747401	0	101	1
SPAC7D4.07c	3	24	39	100	343	300	0.03	48.2096541439412	0.0699708454810496	112.442342026685	0.0300191561064317	0.434650676357233	0.42875	0.102965705445061	1.49085181990531	6	97	1
SPAC7D4.08	0	1	10	100	1081	300	0	0	0.000925069380203515	1.48657582929205	0.120791776113059	17.3080587281839	0	1.30575909978217	187.100114851668	0	100	1
SPAC7D4.09c	2	12	8	100	908	300	0.02	32.1397694292941	0.013215859030837	21.2377331030578	0.0257876390551737	0.780923056209107	1.51333333333333	0.234151762620977	7.09078135037869	1	101	1
SPAC7D4.10	4	54	10	100	1790	300	0.04	64.2795388585882	0.0301675977653631	48.478981820723	0.0228339397599397	0.212824030747002	1.32592592592593	0.408727521702921	3.80955015037133	3	101	1
SPAC7D4.11c	1	20	2	100	2270	300	0.01	16.0698847146471	0.00881057268722467	14.1584887353719	0.00249697159993946	0.349045314408539	1.135	0.0566812553186257	7.92332863707384	0	101	1
SPAC7D4.12c	0	88	5	100	2589	300	0	0	0.0339899575125531	54.621469868248	0.00103546085669004	0.0549880072256109	0	0.0268080815797051	1.42363950707107	3	97	1
SPAC7D4.13c	1	16	10	100	1167	300	0.01	16.0698847146471	0.0137103684661525	22.0324040646404	0.00308778638028139	0.444289421552728	0.729375	0.0360344670578838	5.18485754952034	1	100	1
SPAC7D4.14c	1	54	4	100	1789	300	0.01	16.0698847146471	0.0301844605925098	48.5060801895439	0.000950728189351767	0.123527161358272	0.331296296296296	0.0170085273075031	2.20990091669948	2	99	1
SPAC806.02c	2	61	2	100	1907	300	0.02	32.1397694292941	0.0319874147876245	51.4034067956723	0.00554834001928696	0.136229324244619	0.625245901639344	0.105806844167802	2.59789321334489	3	99	1
SPAC806.03c	1	15	46	100	298	300	0.01	16.0698847146471	0.0503355704697987	80.8886814495657	0.00328192270549487	0.476785931797302	0.198666666666667	0.00978012966237471	1.42082207675596	4	97	1
SPAC806.04c	0	22	4	100	1814	300	0	0	0.0121278941565601	19.4893860927362	0.00417368066078422	0.226956323474185	0	0.0757105671866258	4.11698770782171	1	99	1
SPAC806.05	0	23	1	100	2921	300	0	0	0.0078740157480315	12.6534525312182	0.00399043342974737	0.216691035021888	0	0.116560560482921	6.32954513298935	0	100	1
SPAC806.06c	0	104	2	100	2626	300	0	0	0.0396039603960396	63.6431077807804	0.000875817578746582	0.0464543008536173	0	0.0229989696178852	1.21988994041599	3	97	1
SPAC806.07	3	12	17	100	469	300	0.03	48.2096541439412	0.0255863539445629	41.1169758157281	0.0561284050394271	0.94654079953273	1.1725	0.263242219634913	4.4392763498085	2	101	1
SPAC806.08c	9	55	3	100	2147	300	0.09	144.628962431824	0.0256171401956218	41.1664489662593	0.0755165925131176	0.34274487991079	3.51327272727273	1.62134124125663	7.35873257168467	2	107	1
SPAC806.11	2	11	43	100	642	300	0.02	32.1397694292941	0.0171339563862928	27.5340703833517	0.0278623380972679	0.863501028037994	1.16727272727273	0.17887621058446	5.54367660000392	1	101	1
SPAC821.03c	11	79	6	100	1824	300	0.11	176.768731861118	0.0433114035087719	69.6009261215525	0.0701354838512572	0.269449633465892	2.53974683544304	1.27927122544693	4.91476131441787	4	107	1
SPAC821.04c	2	68	24	100	3253	300	0.02	32.1397694292941	0.0209037811251153	33.5921352780818	0.00498899650666833	0.121833188925145	0.956764705882353	0.162292056361921	3.96323363573497	2	100	1
SPAC821.05	0	84	9	100	1453	300	0	0	0.0578114246386786	92.9022929133071	0.00108489951852016	0.0576348941756412	0	0.015763590004098	0.837435012372067	5	95	1
SPAC821.06	0	15	1	100	1475	300	0	0	0.0101694915254237	16.342255642014	0.00615095181701504	0.339527058120729	0	0.0907265393009719	5.00802410728075	1	99	1
SPAC821.07c	0	46	56	100	2398	300	0	0	0.0191826522101751	30.8263009538684	0.00198548220405956	0.106196341353302	0	0.0476118632533482	2.54658826565218	1	99	1
SPAC821.08c	2	349	22	100	2494	300	0.02	32.1397694292941	0.139935846030473	224.87529131563	0.000988531874572613	0.02323425615957	0.142922636103152	0.024653984951841	0.579462348619675	12	90	1
SPAC821.09	1	401	19	100	3530	300	0.01	16.0698847146471	0.113597733711048	182.550248458172	0.000129881651795207	0.0162552727996431	0.0880299251870324	0.0045848223083708	0.573811129827401	10	91	1
SPAC821.10c	0	162	75	100	1654	300	0	0	0.097944377267231	157.39548511323	0.000561822101699829	0.0297293031615868	0	0.00929253756211517	0.491722674292646	8	92	1
SPAC821.11	2	47	48	100	1536	300	0.02	32.1397694292941	0.0305989583333333	49.1721732804955	0.00715206070404783	0.178375811909637	0.653617021276596	0.109855652414175	2.73985247093202	3	99	1
SPAC821.12	1	104	15	100	1849	300	0.01	16.0698847146471	0.0562466197944835	90.3876695685935	0.000497592306287516	0.0633219416226079	0.177788461538462	0.00920048174325617	1.17082270060202	5	96	1
SPAC821.13c	3	229	14	100	4819	300	0.03	48.2096541439412	0.0475202324133638	76.364465649599	0.00335675483498499	0.0421355102861117	0.631310043668122	0.161762015497927	2.03051024068772	4	99	1
SPAC823.02	0	3	19	100	187	300	0	0	0.0160427807486631	25.7805637133375	0.0327971598819604	2.22593021867193	0	0.0613306889792659	4.16248950891652	1	99	1
SPAC823.03	4	63	7	100	2145	300	0.04	64.2795388585882	0.0293706293706294	47.1982627982641	0.0196776916573705	0.181294313351474	1.36190476190476	0.422086486050598	3.88876302138911	2	102	1
SPAC823.04	2	10	1	100	709	300	0.02	32.1397694292941	0.0141043723554302	22.6655637724218	0.0303002114505232	0.965353981350509	1.418	0.214828499184209	6.84435972777511	1	101	1
SPAC823.05c	1	46	8	100	1226	300	0.01	16.0698847146471	0.0375203915171289	60.2948366128682	0.00111288064876816	0.145684955633947	0.266521739130435	0.0136439167538976	1.78609755607219	3	98	1
SPAC823.06	2	9	5	100	364	300	0.02	32.1397694292941	0.0247252747252747	39.7332314373141	0.0332058119471448	1.09402338033518	0.808888888888889	0.120869155487607	3.98224510442006	2	100	1
SPAC823.07	6	37	14	100	1013	300	0.06	96.4193082878823	0.0365251727541955	58.6955315342489	0.0616020865815421	0.401083102867307	1.6427027027027	0.624029137071022	4.06297183204582	3	103	1
SPAC823.08c	7	52	10	100	1555	300	0.07	112.489193002529	0.0334405144694534	53.7385212322603	0.0559690608264146	0.307816993648999	2.09326923076923	0.870318895850748	4.78655425124193	3	104	1
SPAC823.09c	3	13	2	100	1217	300	0.03	48.2096541439412	0.0106820049301561	17.16585877489	0.0523338859955796	0.862462925029247	2.80846153846154	0.636903392566204	10.4961737976059	1	102	1
SPAC823.10c	0	24	9	100	1078	300	0	0	0.0222634508348794	35.7771088266725	0.0038226010111885	0.207313917589234	0	0.0412076389006121	2.23484403161195	2	98	1
SPAC823.11	0	23	5	100	1838	300	0	0	0.0125136017410229	20.1092137343244	0.00399043342974737	0.216691035021888	0	0.0733441664387566	3.9827812237023	1	99	1
SPAC823.12	3	81	2	100	2895	300	0.03	48.2096541439412	0.027979274611399	44.9623717404633	0.00935573551035926	0.121147508214982	1.07222222222222	0.270848543024901	3.50722036282373	2	101	1
SPAC823.13c	1	5	3	100	961	300	0.01	16.0698847146471	0.00520291363163371	8.36102222406194	0.00883974757390515	1.74105855180368	1.922	0.0849499741852285	16.7315726828334	0	101	1
SPAC823.14	0	24	8	100	1457	300	0	0	0.0164722031571723	26.4706405732004	0.0038226010111885	0.207313917589234	0	0.0556952967330165	3.02056377927514	1	99	1
SPAC823.15	4	51	5	100	1386	300	0.04	64.2795388585882	0.0367965367965368	59.1316104218615	0.0241237669762059	0.225917332967356	1.08705882352941	0.334355410290213	3.13121423492756	3	101	1
SPAC823.16c	0	10	2	100	1473	300	0	0	0.00678886625933469	10.9096298130666	0.00929728784483565	0.525639636497703	0	0.136949049954429	7.74267184561117	0	100	1
SPAC824.02	2	112	5	100	3977	300	0.02	32.1397694292941	0.0281619311038471	45.2558986180656	0.00305384507541723	0.0732002744492739	0.710178571428571	0.121451418649343	2.91117491484762	2	100	1
SPAC824.03c	2	31	1	100	1182	300	0.02	32.1397694292941	0.0262267343485618	42.1460597423062	0.0106801732844829	0.275851694734321	0.76258064516129	0.126239648222587	3.26056703175967	2	100	1
SPAC824.04	0	19	5	100	1240	300	0	0	0.0153225806451613	24.6232104498624	0.00484054272324269	0.264551414760663	0	0.0600227297682094	3.28043754303223	1	99	1
SPAC824.05	0	72	6	100	2839	300	0	0	0.0253610426206411	40.7549031156952	0.00126627693287426	0.0673624665384445	0	0.0359496021243002	1.91242042502644	2	98	1
SPAC824.06	2	32	29	100	1283	300	0.02	32.1397694292941	0.0249415432579891	40.0807724761267	0.0103607343252721	0.266746389187881	0.801875	0.132928221393241	3.42235617328051	2	100	1
SPAC824.07	8	49	17	100	1051	300	0.08	128.559077717176	0.0466222645099905	74.9214415811328	0.0715518456824409	0.35774387019941	1.71591836734694	0.752009898122454	3.7598880757958	4	104	1
SPAC824.08	1	73	20	100	2092	300	0.01	16.0698847146471	0.0348948374760994	56.0756015377263	0.00070630988113022	0.0907439548387139	0.286575342465753	0.0147760027132442	1.89836353522589	3	98	1
SPAC824.09c	1	35	8	100	1313	300	0.01	16.0698847146471	0.0266565118050267	42.8367071601407	0.00145382362789627	0.193368363637487	0.375142857142857	0.0190887042342781	2.5389266145602	2	99	1
SPAC869.01	0	5	0	100	1706	300	0	0	0.00293083235638921	4.70981380851321	0.0190383591688732	1.16008855872718	0	0.324794407420977	19.7911108118857	0	100	1
SPAC869.02c	10	76	12	100	1800	300	0.1	160.698847146471	0.0422222222222222	67.850624350732	0.0640516461392752	0.262390192074604	2.36842105263158	1.15292963050695	4.72302345734287	4	106	1
SPAC869.03c	0	1	0	100	1908	300	0	0	0.000524109014675052	0.842237144373536	0.120791776113059	17.3080587281839	0	2.30470708823716	330.237760533749	0	100	1
SPAC869.04	0	0	0	100	1032	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC869.05c	0	30	7	100	2893	300	0	0	0.0103698582786035	16.6642427044387	0.00305234191746883	0.164578840345685	0	0.0883042516723734	4.76126585120068	1	99	1
SPAC869.06c	0	0	1	100	531	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC869.07c	0	1	0	100	1268	300	0	0	0.000788643533123028	1.2673410658239	0.120791776113059	17.3080587281839	0	1.53163972111359	219.466184673372	0	100	1
SPAC869.08	0	1	0	100	1162	300	0	0	0.000860585197934596	1.38295049179407	0.120791776113059	17.3080587281839	0	1.40360043843374	201.119642421497	0	100	1
SPAC869.09	0	0	1	100	404	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC869.10c	1	133	24	100	1836	300	0.01	16.0698847146471	0.0724400871459695	116.410384915472	0.000389828371543799	0.0493657424601149	0.138045112781955	0.00715724890154414	0.906355031567709	6	95	1
SPAC869.11	4	60	3	100	2450	300	0.04	64.2795388585882	0.0244897959183673	39.3548197093397	0.0206281308405525	0.190713393890283	1.63333333333333	0.505389205593535	4.67247815031194	2	102	1
SPAC890.02c	1	39	11	100	1880	300	0.01	16.0698847146471	0.0207446808510638	33.3364629718742	0.00130809652203615	0.172803354535776	0.482051282051282	0.0245922146142796	3.2487030652726	2	99	1
SPAC890.03	0	66	15	100	2265	300	0	0	0.0291390728476821	46.8261541353954	0.00138178273757893	0.0735710521596386	0	0.0312973790061628	1.66638433141581	2	98	1
SPAC890.04c	3	88	14	100	2445	300	0.03	48.2096541439412	0.0359918200408998	57.8384398727583	0.00862655030687427	0.111280386732132	0.833522727272727	0.210919155003076	2.72080545560062	3	100	1
SPAC890.05	1	77	21	100	1261	300	0.01	16.0698847146471	0.0610626486915147	98.1269724843635	0.000670044888437859	0.0859418686347986	0.163766233766234	0.00844926604320141	1.08372696348481	5	96	1
SPAC890.06	2	211	9	100	4192	300	0.02	32.1397694292941	0.0503339694656489	80.8861086543542	0.00163068715718157	0.0385610578367267	0.397345971563981	0.0683584056290515	1.61647954451559	4	98	1
SPAC890.07c	3	75	12	100	1760	300	0.03	48.2096541439412	0.0426136363636364	68.4796223635528	0.0100865340312156	0.131111553513308	0.704	0.177522998949394	2.30756334183422	4	99	1
SPAC890.08	22	51	151	100	368	300	0.22	353.537463722235	0.138586956521739	222.707641425815	0.253696297633642	0.728592891626285	1.58745098039216	0.933602375291803	2.68122184118473	14	108	1
SPAC8C9.03	1	63	12	100	2408	300	0.01	16.0698847146471	0.0261627906976744	42.0433030325068	0.000816834141197491	0.105477585460253	0.382222222222222	0.0196693661200356	2.53990025788289	2	99	1
SPAC8C9.04	5	97	28	100	2365	300	0.05	80.3494235732353	0.041014799154334	65.9103094004552	0.0185228163388961	0.131332012578448	1.21907216494845	0.438064606414892	3.10600209748031	4	101	1
SPAC8C9.05	3	60	13	100	1037	300	0.03	48.2096541439412	0.0578592092574735	92.9790822448239	0.0125342590362304	0.165041493362126	0.5185	0.129980266205709	1.71148028616524	5	98	1
SPAC8C9.06c	0	158	0	100	4891	300	0	0	0.0323042322633408	51.9125288267069	0.000576065494010128	0.0304862718600521	0	0.0281753633120354	1.49108355667515	3	97	1
SPAC8C9.07	1	4	13	100	519	300	0.01	16.0698847146471	0.00770712909441233	12.3852676028108	0.0106420142837121	2.34682041637603	1.2975	0.0552320541324659	12.1799979609916	0	101	1
SPAC8C9.08	6	18	38	100	558	300	0.06	96.4193082878823	0.032258064516129	51.8383377891841	0.118575044140478	0.88865760334922	1.86	0.66164874630387	4.95870942668865	3	103	1
SPAC8C9.09c	4	28	4	100	1278	260	0.04	64.2795388585882	0.0219092331768388	35.207885133812	0.0425552322368373	0.427130257209975	1.82571428571429	0.543855867986781	5.45872468714349	2	102	1
SPAC8C9.10c	8	57	5	100	1063	300	0.08	128.559077717176	0.0536218250235183	86.1696546316917	0.0620044801056008	0.304864744881375	1.4919298245614	0.659107623522537	3.24071223808902	5	103	1
SPAC8C9.11	0	6	3	100	1234	300	0	0	0.00486223662884927	7.81355820809419	0.0157393406208896	0.93492067967121	0	0.194223463261777	11.5369211871427	0	100	1
SPAC8C9.12c	5	116	17	100	2039	300	0.05	80.3494235732353	0.0568906326630701	91.4225908238871	0.0155497545291082	0.109343110304399	0.878879310344828	0.317059494848516	2.22950601910669	5	100	1
SPAC8C9.14	1	319	59	100	2956	300	0.01	16.0698847146471	0.107916102841678	173.419933151976	0.000163173660918847	0.0204525853956386	0.0926645768025078	0.00482341341676111	0.604578424295077	9	92	1
SPAC8C9.15c	0	69	2	100	2176	300	0	0	0.0317095588235294	50.9568954646437	0.00132151069990568	0.0703300097572749	0	0.0287560728299475	1.5303810123183	3	97	1
SPAC8C9.16c	0	12	4	100	1243	300	0	0	0.00965406275140788	15.5139675443093	0.00771806013949717	0.431135285113533	0	0.0959354875339498	5.35901159396122	0	100	1
SPAC8C9.17c	0	11	5	100	1124	300	0	0	0.0097864768683274	15.7267555036582	0.00843437698064696	0.473726222726494	0	0.0948023972624718	5.32468274344579	0	100	1
SPAC8C9.19	1	1	4	100	62	300	0.01	16.0698847146471	0.0161290322580645	25.919168894592	0.027408528703162	36.4849938072245	0.62	0.0169932877959604	22.6206961604792	1	100	1
SPAC8E11.01c	17	74	13	100	2116	300	0.17	273.188040149	0.0349716446124764	56.1990297204103	0.130734620324391	0.398721371597312	4.86108108108108	2.76634456606411	8.43694422299912	3	114	0.00988688792686706
SPAC8E11.02c	18	347	116	100	1255	300	0.18	289.257924863647	0.276494023904382	444.322708843229	0.031296785420394	0.084874288947042	0.651008645533141	0.392774657025944	1.06517232628538	25	93	1
SPAC8E11.03c	1	2	0	100	941	300	0.01	16.0698847146471	0.00212539851222104	3.41549090640745	0.0179700152612445	6.97865092307548	4.705	0.169097843608311	65.6691051861403	0	101	1
SPAC8E11.04c	1	16	2	100	994	300	0.01	16.0698847146471	0.0160965794768612	25.8670176493313	0.00308778638028139	0.444289421552728	0.62125	0.030692596619997	4.41623685023412	1	100	1
SPAC8E11.05c	3	50	4	100	2169	300	0.03	48.2096541439412	0.0230520977408944	37.0444553126949	0.014953507709668	0.19943882178972	1.3014	0.324341582222698	4.32582804461904	2	101	1
