V4	Fisher_dis2Del_r2_pr_counts	Fisher_dis2Del_r2gb_counts	Fisher_dis2Del_r2term_counts	Fisher_dis2Del_r2pr_map	Fisher_dis2Del_r2gb_map	Fisher_dis2Del_r2term_map	Fisher_dis2Del_r2pr_density	Fisher_dis2Del_r2pr_densityRPKM	Fisher_dis2Del_r2gb_density	Fisher_dis2Del_r2gb_densityRPKM	Fisher_dis2Del_r2pause_index_CI_low	Fisher_dis2Del_r2pause_index_CI_high	Fisher_dis2Del_r2pause_index_scaled	Fisher_dis2Del_r2pause_index_CI_low_scaled	Fisher_dis2Del_r2pause_index_CI_high_scaled	Fisher_dis2Del_r2_ExpPR	Fisher_dis2Del_r2_ExpGB	Fisher_dis2Del_r2Fexact_Pval
SPAC1093.03	0	22	2	100	3353	300	0	0	0.00656128839844915	25.0321936197576	0.00417368066078422	0.226956323474185	0	0.139943512556095	7.60984552608942	0	100	1
SPAC1093.04c	0	41	0	100	4949	300	0	0	0.00828450191957971	31.6064838947165	0.00222893830759859	0.119437073139709	0	0.110310156843054	5.91094074968421	0	100	1
SPAC1093.05	2	49	4	100	2479	300	0.02	76.3026774609521	0.0197660346914078	75.4100684870241	0.00686844659684507	0.170826937731834	1.01183673469388	0.170268791135789	4.23479978637217	1	101	1
SPAC1093.06c	0	158	3	100	12942	300	0	0	0.0122083140163808	46.5763523366962	0.000576065494010128	0.0304862718600521	0	0.0745543962347908	3.94553330412794	1	99	1
SPAC1093.07	0	7	1	100	1791	300	0	0	0.00390843104410944	14.9111876668527	0.0134151780994594	0.782741335671289	0	0.240265839761319	14.0188973218728	0	100	1
SPAC10F6.01c	4	327	7	100	4905	300	0.04	152.605354921904	0.0666666666666667	254.342258203174	0.00389328421584426	0.0338872038133586	0.6	0.190965590787161	1.66216734704524	6	98	1
SPAC10F6.02c	0	21	1	100	3591	300	0	0	0.00584795321637427	22.3107244037872	0.00437456871201282	0.238242196120647	0	0.15709076244838	8.55527726269244	0	100	1
SPAC10F6.03c	2	124	16	100	2113	300	0.02	76.3026774609521	0.0586843350686228	223.888594537578	0.00276169571656912	0.0660129067319185	0.340806451612903	0.0583546304911056	1.39485271924544	5	97	1
SPAC10F6.04	0	14	1	100	2665	300	0	0	0.00525328330206379	20.0419790704189	0.0065974714867639	0.365411596620526	0	0.175822615122258	9.73821904993703	0	100	1
SPAC10F6.05c	0	8	0	100	2025	300	0	0	0.00395061728395062	15.0721338194473	0.0116892782926356	0.673070909790981	0	0.23670788542587	13.6296859232674	0	100	1
SPAC10F6.06	21	31	79	100	890	300	0.21	801.178113339997	0.0348314606741573	132.886685465703	0.375755990173804	1.21588998832033	6.02903225806452	3.34422831254685	10.821420896051	4	117	0.000261299016372256
SPAC10F6.07c	0	6	0	100	366	300	0	0	0.0163934426229508	62.5431782466821	0.0157393406208896	0.93492067967121	0	0.0576059866724558	3.42180968759663	1	99	1
SPAC10F6.08c	5	9	4	100	983	300	0.05	190.75669365238	0.00915564598168871	34.9300151143728	0.162500866268345	1.80674945735204	5.46111111111111	1.59738351541783	17.7603471657705	0	105	1
SPAC10F6.09c	0	40	9	100	3689	300	0	0	0.0108430468961778	41.3676755006517	0.00228497423961751	0.122491520736586	0	0.0842926996994901	4.51871219997265	1	99	1
SPAC10F6.10	0	16	6	100	1670	300	0	0	0.00958083832335329	36.5521808196178	0.00576104614150375	0.317064970660191	0	0.0962094705631126	5.29498501002519	0	100	1
SPAC10F6.11c	0	19	1	100	2545	300	0	0	0.00746561886051081	28.4823353979978	0.00484054272324269	0.264551414760663	0	0.123191812306526	6.73283350565888	0	100	1
SPAC10F6.12c	4	7	0	100	987	300	0.04	152.605354921904	0.00709219858156028	27.0576870428908	0.141097652543139	2.16319249445901	5.64	1.39263383060078	21.3507099203104	0	104	1
SPAC10F6.13c	3	13	3	100	1199	300	0.03	114.454016191428	0.0108423686405338	41.3650878645695	0.0523338859955796	0.862462925029247	2.76692307692308	0.627483293087	10.3409304711007	1	102	1
SPAC10F6.14c	1	24	4	100	1579	300	0.01	38.151338730476	0.0151994933502217	57.9881019335925	0.00209593717773238	0.287382877405496	0.657916666666667	0.0330948480363943	4.53777563423278	1	100	1
SPAC10F6.15	0	3	0	100	1234	300	0	0	0.00243111831442464	9.27504183074782	0.0327971598819604	2.22593021867193	0	0.404716952943391	27.4679788984117	0	100	1
SPAC10F6.16	0	7	4	100	1061	300	0	0	0.00659754948162111	25.1705345064404	0.0134151780994594	0.782741335671289	0	0.142335039635265	8.30488557147237	0	100	1
SPAC10F6.17c	1	6	1	100	1801	300	0.01	38.151338730476	0.00333148250971682	12.7100517702863	0.00755953402951306	1.38050834161111	3.00166666666667	0.13614720787153	24.862955232416	0	101	1
SPAC110.01	0	274	7	100	5792	300	0	0	0.0473066298342541	180.481125900387	0.000331985687306504	0.0175369605982656	0	0.0192286110087927	1.01574075785154	4	96	1
SPAC110.02	1	36	5	100	3853	300	0.01	38.151338730476	0.00934336880352972	35.6462028107225	0.00141443034567027	0.187781775803804	1.07027777777778	0.0544980012186757	7.23523182172056	0	101	1
SPAC110.03	2	45	13	100	1448	300	0.02	76.3026774609521	0.0310773480662983	118.564243292225	0.00746010635017271	0.186622106896886	0.643555555555556	0.108022339950501	2.70228810786692	3	99	1
SPAC110.04c	0	209	8	100	2755	300	0	0	0.0758620689655172	289.423948989818	0.000435344769192426	0.0230147343920066	0	0.0119937483912513	0.634055932499781	7	93	1
SPAC110.05	0	11	1	100	1707	300	0	0	0.00644405389572349	24.5849282973191	0.00843437698064696	0.473726222726494	0	0.143974815059644	8.08650662194125	0	100	1
SPAC1142.01	5	29	3	100	1904	300	0.05	190.75669365238	0.0152310924369748	58.1086566798217	0.0586897200899928	0.467020324073536	3.28275862068966	1.11745227051346	8.89206697036012	1	104	1
SPAC1142.02c	10	24	9	100	1080	300	0.1	381.51338730476	0.0222222222222222	84.7807527343912	0.186375380279222	0.910973757175616	4.5	2.0128541070156	9.83851657749665	2	108	1
SPAC1142.03c	0	16	12	100	2243	300	0	0	0.00713330361123495	27.2145082339553	0.00576104614150375	0.317064970660191	0	0.129220264953929	7.11176729190808	0	100	1
SPAC1142.04	0	33	4	100	2169	300	0	0	0.0152143845089903	58.0449136978197	0.0027729657495468	0.149200036234492	0	0.06014562710767	3.23614878592613	1	99	1
SPAC1142.05	0	11	2	100	969	300	0	0	0.0113519091847265	43.3090532544104	0.00843437698064696	0.473726222726494	0	0.081729112942469	4.59040709821973	1	99	1
SPAC1142.06	2	23	2	100	1508	300	0.02	76.3026774609521	0.0152519893899204	58.1883813528481	0.0141770511003493	0.379382372512883	1.31130434782609	0.213789930593268	5.72108617749427	1	101	1
SPAC1142.07c	0	9	0	100	1016	300	0	0	0.00885826771653543	33.7954772218784	0.0103569347612096	0.590306163886248	0	0.105226457173889	5.99751062508428	0	100	1
SPAC1142.08	0	24	9	100	2324	300	0	0	0.0103270223752151	39.3989728714038	0.0038226010111885	0.207313917589234	0	0.0888372475000208	4.81797544477381	1	99	1
SPAC1142.09	4	0	5	100	3	300	0.04	152.605354921904	0	0	0.655007235805828	41.512102956422	NA	0.0196502170741748	1.24536308869266	0	104	1
SPAC11D3.01c	10	0	5	100	130	300	0.1	381.51338730476	0	0	1.90244405209418	107.558248888178	NA	2.47317726772243	139.825723554631	0	110	1
SPAC11D3.02c	1	11	3	100	450	300	0.01	38.151338730476	0.0244444444444444	93.2588280078304	0.00438460787950623	0.673532041142035	0.409090909090909	0.0197307354577781	3.03089418513916	2	99	1
SPAC11D3.03c	1	8	0	100	1284	300	0.01	38.151338730476	0.00623052959501558	23.7703045049695	0.00586171689225921	0.973546520057376	1.605	0.0752644448966083	12.5003373175367	0	101	1
SPAC11D3.04c	0	12	1	100	1836	300	0	0	0.0065359477124183	24.9355155101151	0.00771806013949717	0.431135285113533	0	0.141703584161168	7.91564383468447	0	100	1
SPAC11D3.05	1	64	3	100	1753	300	0.01	38.151338730476	0.0365088419851683	139.286119723358	0.000804249148526225	0.103792408019431	0.27390625	0.0140984875736647	1.81948091258062	3	98	1
SPAC11D3.06	0	21	4	100	1521	300	0	0	0.0138067061143984	52.6744321722549	0.00437456871201282	0.238242196120647	0	0.0665371901097149	3.62366380299505	1	99	1
SPAC11D3.07c	2	33	0	100	4030	300	0.02	76.3026774609521	0.00818858560794045	31.2405503252037	0.0100598497413364	0.258222095273969	2.44242424242424	0.405411944575855	10.406350439541	0	102	1
SPAC11D3.08c	0	38	6	100	3214	300	0	0	0.0118232731798382	45.107369998696	0.00240594623539958	0.129094305004205	0	0.0773271120057426	4.14909096283514	1	99	1
SPAC11D3.09	0	2	0	100	1729	300	0	0	0.00115673799884326	4.41311032162823	0.0514242900386907	4.05388820080272	0	0.889125974768963	70.0917269918791	0	100	1
SPAC11D3.10	0	13	0	100	4126	300	0	0	0.00315075133301018	12.020538136117	0.00711390234765344	0.395564521747562	0	0.293519610864181	16.3209921673044	0	100	1
SPAC11D3.11c	0	19	1	100	2151	300	0	0	0.00883310088331009	33.699462383963	0.00484054272324269	0.264551414760663	0	0.10412007397695	5.69050093150187	0	100	1
SPAC11D3.13	0	6	5	100	920	300	0	0	0.00652173913043478	24.8813078677018	0.0157393406208896	0.93492067967121	0	0.144801933712184	8.60127025297513	0	100	1
SPAC11D3.14c	1	49	0	100	4308	300	0.01	38.151338730476	0.0113741875580316	43.3940482310429	0.00104598122796186	0.136503271149038	0.879183673469388	0.045060871300597	5.88056092110056	1	100	1
SPAC11D3.15	0	37	0	100	3921	300	0	0	0.00943636827339964	36.0010082383987	0.00247136631781596	0.132669995524611	0	0.0969022733215638	5.20199052452001	0	100	1
SPAC11D3.16c	1	18	15	100	945	300	0.01	38.151338730476	0.019047619047619	72.6692166294782	0.00276112751307903	0.390963955466763	0.525	0.0260926549985968	3.69460937916091	1	100	1
SPAC11D3.17	0	18	1	100	3291	300	0	0	0.00546946216955333	20.8667303904153	0.00511285240857114	0.280011224227739	0	0.168263972766076	9.21516938933487	0	100	1
SPAC11D3.18c	1	19	2	100	2031	300	0.01	38.151338730476	0.00935499753815854	35.6905679901056	0.00262241420563744	0.368819983318377	1.06894736842105	0.0532612325164963	7.49073386119623	0	101	1
SPAC11D3.19	0	4	1	100	1210	300	0	0	0.00330578512396694	12.6120128034632	0.0240893601812892	1.52670069174082	0	0.2914812581936	18.4730783700639	0	100	1
SPAC11E3.01c	1	60	0	100	3812	300	0.01	38.151338730476	0.0157397691500525	60.0493264383149	0.000857068701558265	0.11087817119528	0.635333333333333	0.032671458903401	4.22667588596406	1	100	1
SPAC11E3.02c	1	43	17	100	3850	300	0.01	38.151338730476	0.0111688311688312	42.6105861145577	0.00118892238367991	0.15619027355955	0.895348837209302	0.0457735117716766	6.01332553204266	1	100	1
SPAC11E3.03	0	2	1	100	987	300	0	0	0.00202634245187437	7.73076772654023	0.0514242900386907	4.05388820080272	0	0.507557742681878	40.0118765419229	0	100	1
SPAC11E3.04c	0	6	2	100	714	300	0	0	0.00840336134453781	32.0599485130051	0.0157393406208896	0.93492067967121	0	0.112378892033152	6.67533365285244	0	100	1
SPAC11E3.05	0	35	1	100	3997	300	0	0	0.00875656742556918	33.4074769969142	0.00261349347422073	0.140450384980723	0	0.104461334164603	5.61380188767948	0	100	1
SPAC11E3.06	1	3	1	100	1847	300	0.01	38.151338730476	0.00162425554953979	6.19675236553482	0.0133674946082822	3.55733427163736	6.15666666666667	0.246897625414972	65.703963997142	0	101	1
SPAC11E3.07	3	19	4	100	1208	300	0.03	114.454016191428	0.0157284768211921	60.0062446919739	0.0372348404284344	0.561573026386184	1.90736842105263	0.449796872375488	6.7838021587451	1	102	1
SPAC11E3.08c	1	8	1	100	1531	300	0.01	38.151338730476	0.00522534291312867	19.9353827461665	0.00586171689225921	0.973546520057376	1.91375	0.0897428856204885	14.9049972220784	0	101	1
SPAC11E3.09	0	18	2	100	1333	300	0	0	0.013503375843961	51.5171865827884	0.00511285240857114	0.280011224227739	0	0.0681543226062532	3.73254961895575	1	99	1
SPAC11E3.10	0	10	3	100	1069	300	0	0	0.00935453695042095	35.6888107862264	0.00929728784483565	0.525639636497703	0	0.0993880070612931	5.61908771416045	0	100	1
SPAC11E3.11c	0	64	1	100	3255	300	0	0	0.0196620583717358	75.0133849078485	0.00142511423979771	0.0759029537004353	0	0.0463874685054156	2.47064114294917	1	99	1
SPAC11E3.12	1	5	0	100	2724	300	0.01	38.151338730476	0.00183553597650514	7.00281547916227	0.00883974757390515	1.74105855180368	5.448	0.240794723913176	47.4264349511323	0	101	1
SPAC11E3.13c	3	212	24	100	2103	300	0.03	114.454016191428	0.100808368996671	384.597423245883	0.00362364318016959	0.0455480535334539	0.297594339622642	0.0762052160789666	0.957875565808536	9	94	1
SPAC11E3.14	0	29	4	100	2681	300	0	0	0.010816859380828	41.2677666237898	0.00315841214605714	0.170434554760817	0	0.0846770296357918	4.56935041313752	1	99	1
SPAC11E3.15	15	34	24	100	406	300	0.15	572.270080957141	0.083743842364532	319.493969664085	0.229697595012457	0.837476190724152	1.79117647058824	0.932572235750573	3.40015333434006	8	107	1
SPAC11G7.01	5	116	17	100	2966	300	0.05	190.75669365238	0.0391099123398517	149.209551339691	0.0155497545291082	0.109343110304399	1.27844827586207	0.461205719333349	3.24311665162847	3	102	1
SPAC11G7.02	9	44	1	100	2923	300	0.09	343.362048574284	0.0150530277112556	57.4293159131353	0.0931490031031492	0.43464471577696	5.97886363636364	2.72274536070505	12.7046650421605	1	108	0.500664534894496
SPAC11G7.03	0	15	4	100	1164	300	0	0	0.0128865979381443	49.1640963021599	0.00615095181701504	0.339527058120729	0	0.0715970791500551	3.95209495652529	1	99	1
SPAC11G7.04	1	5	24	93	363	300	0.010752688172043	41.0229448714796	0.0137741046831956	52.5500533477632	0.00883974757390515	1.74105855180368	0.780645161290323	0.0345035308529846	6.7957446699434	1	93	1
SPAC11G7.05c	0	4	1	100	1975	296	0	0	0.0020253164556962	7.7268534137673	0.0240893601812892	1.52670069174082	0	0.475764863580462	30.1523386618812	0	100	1
SPAC11G7.06c	0	20	1	100	2860	300	0	0	0.00699300699300699	26.6792578534798	0.00459577388787386	0.250708753220746	0	0.131439133193193	7.17027034211335	0	100	1
SPAC11H11.01	0	4	1	100	1378	300	0	0	0.00290275761973875	11.0744089203124	0.0240893601812892	1.52670069174082	0	0.331951383298165	21.0379355321885	0	100	1
SPAC11H11.02c	0	14	0	100	2839	300	0	0	0.00493131384290243	18.8136224806856	0.0065974714867639	0.365411596620526	0	0.187302215509227	10.3740352280567	0	100	1
SPAC11H11.03c	0	11	1	100	1081	300	0	0	0.0101757631822387	38.8218988006694	0.00843437698064696	0.473726222726494	0	0.0911756151607936	5.1209804676734	1	99	1
SPAC11H11.04	0	1	0	100	1498	300	0	0	0.000667556742323097	2.54681833981816	0.120791776113059	17.3080587281839	0	1.80946080617362	259.274719748195	0	100	1
SPAC11H11.05c	0	0	1	100	59	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC11H11.06	2	37	2	100	1533	300	0.02	76.3026774609521	0.0241356816699282	92.0808566880374	0.0090128876830177	0.228949768930256	0.828648648648649	0.138167568180661	3.50979995770083	2	100	1
SPAC1250.01	1	59	3	100	3829	300	0.01	38.151338730476	0.0154087229041525	58.7863406920367	0.000871375735237544	0.112803364965006	0.648983050847458	0.0333649769022455	4.31924084451007	1	100	1
SPAC1250.02	1	4	3	100	718	300	0.01	38.151338730476	0.00557103064066852	21.2542277050006	0.0106420142837121	2.34682041637603	1.795	0.076409662557053	16.8501705895799	0	101	1
SPAC1250.03	0	7	0	100	937	300	0	0	0.00747065101387407	28.5015337367484	0.0134151780994594	0.782741335671289	0	0.125700218791935	7.33428631523997	0	100	1
SPAC1250.04c	1	0	0	100	574	300	0.01	38.151338730476	0	0	0.0577765545925511	8.27870929775896	NA	0.331637423361244	47.5197913691364	0	101	1
SPAC1250.05	2	19	17	100	605	300	0.02	76.3026774609521	0.031404958677686	119.8141216329	0.0169524113891639	0.46686156027615	0.636842105263158	0.102562088904442	2.82451243967071	3	99	1
SPAC1250.07	0	2	2	100	38	300	0	0	0.0526315789473684	200.796519634084	0.0514242900386907	4.05388820080272	0	0.0195412302147025	1.54047751630504	5	95	1
SPAC1296.01c	0	25	0	100	2107	300	0	0	0.0118652112007594	45.2673691628809	0.00366831680942558	0.19871450933181	0	0.0772914351745969	4.18691471162125	1	99	1
SPAC1296.02	2	14	7	100	937	300	0.02	76.3026774609521	0.0149413020277481	57.0030674734968	0.0224451794089099	0.655283897988541	1.33857142857143	0.210311331061486	6.14001012415263	1	101	1
