V4	Fisher_dis2_T316A_r1_pr_counts	Fisher_dis2_T316A_r1gb_counts	Fisher_dis2_T316A_r1term_counts	Fisher_dis2_T316A_r1pr_map	Fisher_dis2_T316A_r1gb_map	Fisher_dis2_T316A_r1term_map	Fisher_dis2_T316A_r1pr_density	Fisher_dis2_T316A_r1pr_densityRPKM	Fisher_dis2_T316A_r1gb_density	Fisher_dis2_T316A_r1gb_densityRPKM	Fisher_dis2_T316A_r1pause_index_CI_low	Fisher_dis2_T316A_r1pause_index_CI_high	Fisher_dis2_T316A_r1pause_index_scaled	Fisher_dis2_T316A_r1pause_index_CI_low_scaled	Fisher_dis2_T316A_r1pause_index_CI_high_scaled	Fisher_dis2_T316A_r1_ExpPR	Fisher_dis2_T316A_r1_ExpGB	Fisher_dis2_T316A_r1Fexact_Pval
SPAC1002.11	4	109	45	100	1871	300	0.04	14.4942240517154	0.0582576162479957	21.1099735654326	0.0115313541600374	0.103146069968381	0.686605504587156	0.215751636334299	1.9298629691084	5	99	1
SPAC1002.12c	36	116	24	100	1692	300	0.36	130.448016465439	0.0685579196217494	24.8423461879283	0.209731490713339	0.45753089450038	5.25103448275862	3.5486568228697	7.74142273494643	8	128	2.9221868367836e-08
SPAC1002.13c	327	2420	883	100	1829	300	3.27	1184.90281622773	1.3231273920175	479.442621721586	0.12017709701568	0.151906324537638	2.4714173553719	2.19803910441679	2.7783666757934	243	184	2.74455742327439e-12
SPAC1002.14	7	156	97	100	1485	300	0.07	25.3648920905019	0.105050505050505	38.065638923697	0.0193130750589665	0.0988172163351856	0.666346153846154	0.286799164625652	1.46743566257751	10	97	1
SPAC1002.15c	6	207	20	100	2754	300	0.06	21.7413360775731	0.0751633986928105	27.2358785285502	0.0116357915984721	0.0674536289656269	0.798260869565217	0.320449700621921	1.85767294171336	7	99	1
SPAC1002.16c	5	82	12	100	1906	300	0.05	18.1177800646442	0.0430220356768101	15.5892756065145	0.0218158896069237	0.15611215677238	1.16219512195122	0.415810855907965	2.97549770808157	4	101	1
SPAC1002.17c	1	48	17	100	990	300	0.01	3.62355601292885	0.0484848484848485	17.5687564263217	0.00106736907725647	0.139432529750916	0.20625	0.0105669538648391	1.38038204453407	4	97	1
SPAC1002.18	6	57	9	100	1505	300	0.06	21.7413360775731	0.0378737541528239	13.7237669592654	0.0409218400190929	0.253740538525281	1.58421052631579	0.615873692287348	3.81879510480548	3	103	1
SPAC1002.19	1	33	16	100	1563	300	0.01	3.62355601292885	0.0211132437619962	7.65050213862137	0.00153958136153327	0.205601017062752	0.473636363636364	0.024063656680765	3.21354389669081	2	99	1
SPAC1002.20	0	8	22	100	548	300	0	0	0.0145985401459854	5.28986279259686	0.0116892782926356	0.673070909790981	0	0.0640572450436429	3.68842858565458	1	99	1
SPAC1006.01	56	409	190	100	1664	300	0.56	202.919136724015	0.245793269230769	89.0645678658593	0.102489577823692	0.182511429984637	2.27833740831296	1.70542657498624	3.03699019494437	30	126	0.0317319007284522
SPAC1006.02	143	242	55	100	1217	300	1.43	518.168509848825	0.198849630238291	72.0542773318637	0.477987376584073	0.730287247240572	7.19136363636364	5.81710637302817	8.88759579891776	40	203	4.47619402747942e-37
SPAC1006.03c	37	424	87	100	2770	300	0.37	134.071572478367	0.153068592057762	55.4652617141455	0.0614159773148496	0.123462926452577	2.41721698113208	1.70122257162133	3.41992306273637	18	119	0.161735275373296
SPAC1006.04c	17	168	47	100	3993	300	0.17	61.6004522197904	0.0420736288504884	15.2456150806924	0.0593726066968735	0.170122333286394	4.04053571428571	2.37074818540616	6.79298476812569	4	113	0.0545936441008303
SPAC1006.05c	82	334	42	100	2032	300	0.82	297.131593060166	0.164370078740157	59.5604187164486	0.191367568731806	0.314609695625027	4.98874251497006	3.8885889966303	6.39286901510054	25	157	8.657048918593e-18
SPAC1006.06	11	553	47	100	4139	300	0.11	39.8591161422173	0.133607151485866	48.4132997136906	0.0103958593031102	0.0370252837745059	0.823309222423147	0.43028461655573	1.5324764954268	13	98	1
SPAC1006.07	200	782	597	100	1302	300	2	724.71120258577	0.600614439324117	217.636006306479	0.218280704398401	0.299573561797551	3.32992327365729	2.84201477126718	3.90044777460411	112	188	9.87746732503222e-18
SPAC1006.08	11	62	69	100	1457	300	0.11	39.8591161422173	0.0425531914893617	15.4193872890589	0.088356699907795	0.347507100370829	2.585	1.28735711765657	5.06317845240298	4	107	1
SPAC1006.09	56	1256	119	100	4844	300	0.56	202.919136724015	0.259289843104872	93.9551270074037	0.033785107159858	0.0587021391248212	2.15974522292994	1.63655059082352	2.84353161920634	32	124	0.0642099309706109
SPAC1039.01	1	160	49	100	2977	300	0.01	3.62355601292885	0.0537453812562983	19.4749399418413	0.000324415009699036	0.0409604394139384	0.1860625	0.0096578348387403	1.21939228135294	5	96	1
SPAC1039.02	2	224	103	100	2733	300	0.02	7.2471120258577	0.0819612147822905	29.6991052651322	0.0015366521879953	0.0363050146241924	0.244017857142857	0.0419967042979114	0.992216049679178	7	95	1
SPAC1039.03	19	91	25	100	1499	300	0.19	68.8475642456481	0.0607071380920614	21.9975715261191	0.123299162485133	0.349812056046191	3.12978021978022	1.84825444565215	5.24368272013241	6	113	0.748522736640548
SPAC1039.04	2	127	16	100	1844	300	0.02	7.2471120258577	0.0688720173535792	24.9561612604102	0.00269718838893276	0.0644312912842304	0.290393700787402	0.0497361538919201	1.18811301128121	6	96	1
SPAC1039.05c	1	130	25	100	3153	300	0.01	3.62355601292885	0.0412305740564542	14.9401294538773	0.000398762187448416	0.0505175616797515	0.242538461538462	0.0125729717702486	1.59281871976256	3	98	1
SPAC1039.06	3	86	36	100	1966	300	0.03	10.8706680387865	0.0437436419125127	15.8507536679492	0.0088230259953801	0.113931710484085	0.685813953488372	0.173460691069173	2.23989742811711	4	99	1
SPAC1039.07c	6	44	38	100	1430	300	0.06	21.7413360775731	0.0307692307692308	11.1494031167041	0.0523427807148178	0.33338157300297	1.95	0.748501764221894	4.76735649394246	3	103	1
SPAC1039.08	1	33	9	100	995	300	0.01	3.62355601292885	0.0331658291457286	12.0178239624776	0.00153958136153327	0.205601017062752	0.301515151515152	0.015318834547256	2.04573011977438	3	98	1
SPAC1039.09	0	26	3	100	3060	300	0	0	0.00849673202614379	3.07883844235784	0.00352600391483322	0.190799932857011	0	0.107895719793897	5.83847794542453	0	100	1
SPAC1039.10	0	10	2	100	888	300	0	0	0.0112612612612613	4.08058109564059	0.00929728784483565	0.525639636497703	0	0.0825599160621406	4.6676799720996	1	99	1
SPAC1039.11c	1	93	38	100	3471	300	0.01	3.62355601292885	0.0267934312878133	9.70874990499518	0.00055587983277834	0.070927644740107	0.373225806451613	0.0192945889957362	2.46189854892911	2	99	1
SPAC105.01c	59	247	24	100	3151	300	0.59	213.789804762802	0.0783878133925738	28.4042632559005	0.177930545865388	0.320068143638341	7.52668016194332	5.60659150021837	10.0853472060441	11	148	5.78980410221652e-21
SPAC105.02c	16	115	87	100	1418	300	0.16	57.9768962068616	0.0811001410437236	29.3870903728362	0.07945267682334	0.240106859985418	1.97286956521739	1.12663895735496	3.40471527459323	8	108	1
SPAC105.03c	4	271	12	100	2487	294	0.04	14.4942240517154	0.108966626457579	39.4846674508934	0.00469155185008536	0.0409512103112035	0.367084870848708	0.116678894511623	1.01845660043963	10	94	1
SPAC1071.01c	50	414	22	100	2319	300	0.5	181.177800646442	0.178525226390686	64.6896157547453	0.0890296474610844	0.163400425384508	2.80072463768116	2.06459752462255	3.78925586466675	22	128	0.00043783845591334
SPAC1071.02	1	258	32	100	3405	300	0.01	3.62355601292885	0.0757709251101322	27.4560191288001	0.000201618556845972	0.0253152389541794	0.131976744186046	0.00686511186060536	0.861983886389809	7	94	1
SPAC1071.03c	6	224	55	100	1677	300	0.06	21.7413360775731	0.133571854502087	48.4005096539095	0.0107628910475076	0.0622703086005852	0.449196428571429	0.180493682866702	1.04427307523181	12	94	1
SPAC1071.04c	3	23	21	100	331	300	0.03	10.8706680387865	0.0694864048338369	25.1787880052458	0.0312294740718594	0.455248489725081	0.431739130434783	0.103369559177855	1.50687250099002	6	97	1
SPAC1071.05	13	86	46	100	1458	300	0.13	47.106228168075	0.0589849108367627	21.3735128334623	0.0805307149242474	0.278197705891605	2.20395348837209	1.17413782359553	4.0561225518996	6	107	1
SPAC1071.06	78	133	36	100	1678	300	0.78	282.63736900845	0.0792610250297974	28.7206763837626	0.439193766102065	0.782527001846001	9.8409022556391	7.36967139519265	13.1308030909759	13	165	9.17606430759209e-31
SPAC1071.07c	137	110	146	100	468	300	1.37	496.427173771252	0.235042735042735	85.1690515859345	0.961894440740379	1.61297784442102	5.82872727272727	4.50166598266497	7.54873631189038	45	192	7.67249986757948e-23
SPAC1071.08	10	57	126	100	320	300	0.1	36.2355601292885	0.178125	64.5445914802951	0.0842383572340403	0.355028311065123	0.56140350877193	0.269562743148929	1.13609059540839	16	94	1
SPAC1071.09c	453	137	164	100	2232	300	4.53	1641.47087385677	0.0613799283154122	22.2413608320453	2.71989423542726	4.02178497233315	73.8026277372263	60.7080393347365	89.7662405824759	31	522	1.66187808130862e-295
SPAC1071.10c	689	13240	1906	100	4273	300	6.89	2496.63009290798	3.09852562602387	1122.76811633929	0.0481653786189168	0.0562217555422676	2.22363821752266	2.05810662838631	2.40235561432109	596	193	3.69281227564173e-12
SPAC1071.11	61	548	74	100	2136	300	0.61	221.03691678866	0.256554307116105	92.9638902193356	0.0846452640384571	0.146095675043906	2.37766423357664	1.80802283986144	3.12060361893784	32	129	0.00425849362825534
SPAC1071.12c	1	12	40	100	736	300	0.01	3.62355601292885	0.016304347826087	5.90797176021008	0.0040448521341888	0.610617545978525	0.613333333333333	0.0297701117076296	4.49414513840194	1	100	1
SPAC1071.13	5	718	114	100	3378	300	0.05	18.1177800646442	0.21255180580225	77.0193373973627	0.00255529404579173	0.0173366512496547	0.235236768802228	0.0863178328668448	0.585632079213334	18	87	1
SPAC1093.01	24	2890	353	100	5223	300	0.24	86.9653443102923	0.553321845682558	200.499270100792	0.0054322749999037	0.0125869804187795	0.433743944636678	0.28372772324497	0.657417987272852	44	80	1
SPAC1093.02	72	164	140	100	992	300	0.72	260.896032930877	0.165322580645161	59.9055631169688	0.329572070630634	0.584178556424733	4.35512195121951	3.26935494065589	5.79505127973335	24	148	5.19830755016547e-12
SPAC1093.03	14	216	32	100	3353	300	0.14	50.7297841810039	0.0644199224575008	23.3429197373287	0.0362246481799436	0.113819714442534	2.17324074074074	1.21461245347351	3.81637502525818	6	108	1
SPAC1093.04c	9	327	6	100	4949	300	0.09	32.6120041163596	0.0660739543342089	23.9422674525709	0.0133020216955049	0.0548721913085608	1.36211009174312	0.658317053710537	2.71562474786067	6	103	1
SPAC1093.05	14	220	122	100	2479	300	0.14	50.7297841810039	0.0887454618797902	32.1574152014662	0.0355775546695725	0.1117125591616	1.57754545454545	0.881967580258701	2.76935434161606	9	105	1
SPAC1093.06c	4	1569	17	100	12942	300	0.04	14.4942240517154	0.121233194251275	43.9295269995778	0.000815574605275579	0.00702192727743487	0.329942638623327	0.105551665414765	0.90877782824562	11	93	1
SPAC1093.07	0	106	38	100	1791	300	0	0	0.0591848129536572	21.4459484852294	0.000859257958166075	0.0455702794857351	0	0.0153893100307544	0.816163705589516	5	95	1
SPAC10F6.01c	41	2774	385	100	4905	300	0.41	148.565796530083	0.565545361875637	204.928529660849	0.010717133913635	0.0203058532294384	0.724963950973324	0.525675418463798	0.996002100903955	50	91	1
SPAC10F6.02c	10	207	27	100	3591	300	0.1	36.2355601292885	0.0576441102756892	20.8876662399407	0.024156914126304	0.0936298499092375	1.73478260869565	0.867474786275577	3.36224791024072	5	105	1
SPAC10F6.03c	119	945	241	100	2113	300	1.19	431.203165538533	0.447231424514908	162.056811747173	0.103569762802309	0.152998463400594	2.66081481481481	2.18842908801278	3.23285753165455	67	152	2.5401764672516e-08
SPAC10F6.04	0	186	2	100	2665	300	0	0	0.0697936210131332	25.2901095086216	0.000489242154341431	0.0258745383281726	0	0.0130383034131991	0.689556446445801	6	94	1
SPAC10F6.05c	0	86	32	100	2025	300	0	0	0.0424691358024691	15.3889292400929	0.00105960382633116	0.0562803475494486	0	0.0214569774832059	1.13967703787633	4	96	1
SPAC10F6.06	118	293	465	100	890	300	1.18	427.579609525604	0.329213483146067	119.292349639118	0.323356499118241	0.50131084224732	3.58430034129693	2.87787284215235	4.46166649600115	53	165	2.83559466387887e-13
SPAC10F6.07c	12	95	21	100	366	300	0.12	43.4826721551462	0.259562841530055	94.0540495159127	0.0659148605658293	0.236639359579226	0.462315789473684	0.241248389670935	0.866100056059968	23	89	1
SPAC10F6.08c	79	91	13	100	983	300	0.79	286.260925021379	0.0925737538148525	33.5446182275204	0.635313135679517	1.18596328786633	8.53373626373626	6.24512812372965	11.658019119726	15	164	2.58918233650089e-25
SPAC10F6.09c	11	378	112	100	3689	300	0.11	39.8591161422173	0.10246679316888	37.1294164512633	0.0151643283250502	0.054332707158547	1.07351851851852	0.559412071911102	2.0043335670788	10	101	1
SPAC10F6.10	1	103	64	100	1670	300	0.01	3.62355601292885	0.0616766467065868	22.3488784030941	0.000502381202177598	0.0639453086296244	0.162135922330097	0.00838976607636588	1.06788665411473	5	96	1
SPAC10F6.11c	11	222	11	100	2545	300	0.11	39.8591161422173	0.087229862475442	31.6082292679844	0.025654414019143	0.0931398941859958	1.26103603603604	0.65290483678719	2.37041030703359	8	103	1
SPAC10F6.12c	32	103	22	100	987	300	0.32	115.953792413723	0.10435663627153	37.8142116850731	0.204780116237546	0.469268703593512	3.06640776699029	2.02117974726458	4.63168210446796	12	120	0.022386780654
SPAC10F6.13c	60	266	58	100	1199	300	0.6	217.413360775731	0.22185154295246	80.389149244293	0.168720900082776	0.300998382280492	2.70451127819549	2.02296359199248	3.6089706035431	29	131	0.000326051892811819
SPAC10F6.14c	5	127	96	100	1579	300	0.05	18.1177800646442	0.0804306523115896	29.144497380745	0.0142276573122991	0.0996797821223748	0.621653543307087	0.224654708961202	1.5739437597123	7	98	1
SPAC10F6.15	3	19	0	100	1234	300	0.03	10.8706680387865	0.0153970826580227	5.57921914470406	0.0372348404284344	0.561573026386184	1.94842105263158	0.459477930886881	6.92981114560551	1	102	1
SPAC10F6.16	12	72	80	100	1061	300	0.12	43.4826721551462	0.0678605089538172	24.5896355260016	0.0859719462550338	0.316070328784623	1.76833333333333	0.912162349765909	3.35350618840486	7	105	1
SPAC10F6.17c	18	77	30	100	1801	300	0.18	65.2240082327193	0.0427540255413659	15.492160632733	0.135178525232434	0.399707294463797	4.21012987012987	2.43456523943613	7.19872837329298	4	114	0.0342090279144925
SPAC110.01	2	2132	206	100	5792	300	0.02	7.2471120258577	0.368093922651934	133.380894674798	0.000162375609672924	0.00378683992190896	0.0543339587242026	0.00940479531225574	0.219333768276967	27	75	1
SPAC110.02	107	376	81	100	3853	300	1.07	387.720493383387	0.0975862963924215	35.3609411072216	0.228213810504998	0.354593857718255	10.9646542553192	8.79307811875758	13.6625013378844	18	189	7.30561839529375e-48
SPAC110.03	33	582	114	100	1448	300	0.33	119.577348426652	0.401933701657459	145.642928143963	0.0392604038291355	0.0814672722702983	0.821030927835052	0.568490647445883	1.17964610247392	38	95	1
SPAC110.04c	70	1465	260	100	2755	300	0.7	253.648920905019	0.531760435571688	192.686372375345	0.0373037968871933	0.0611001649472999	1.31638225255973	1.02771960424217	1.68330954429811	59	111	1
SPAC110.05	2	55	47	100	1707	300	0.02	7.2471120258577	0.0322202694786175	11.6751951207432	0.00613821781293066	0.151580113120863	0.620727272727273	0.104779378066726	2.58747253097314	3	99	1
SPAC1142.01	115	211	7	100	1904	300	1.15	416.708941486817	0.110819327731092	40.1560041348733	0.431465611182018	0.688152807339397	10.3772511848341	8.21510523690562	13.1024294517421	21	194	4.69736871274162e-45
SPAC1142.02c	77	263	186	100	1080	300	0.77	279.013812995521	0.243518518518519	88.2402992037303	0.22523149832453	0.380120766849463	3.16197718631179	2.43250018190493	4.1053042819742	34	143	1.04953323622121e-07
SPAC1142.03c	2	83	113	100	2243	300	0.02	7.2471120258577	0.0370040124832813	13.4086111936288	0.00410270303018353	0.0993360932693825	0.540481927710843	0.0920236289670165	2.22810857203225	3	99	1
SPAC1142.04	3	266	96	100	2169	300	0.03	10.8706680387865	0.122637159981558	44.4382618459693	0.0028930030897346	0.0362279247434643	0.244624060150376	0.0627492370163435	0.785783687685741	11	92	1
SPAC1142.05	21	145	63	100	969	300	0.21	76.0946762715058	0.149638802889577	54.2224583978001	0.0890904839614386	0.233176068843353	1.40337931034483	0.86328678958634	2.25947610709209	15	106	1
SPAC1142.06	27	407	57	100	1508	300	0.27	97.8360123490789	0.269893899204244	97.7975661314351	0.0440102198716015	0.0993036931448361	1.00039312039312	0.66367411566375	1.49749969262413	26	101	1
SPAC1142.07c	2	38	37	100	1016	300	0.02	7.2471120258577	0.0374015748031496	13.5526701270961	0.00878433500901352	0.222638928736117	0.534736842105263	0.0892488436915774	2.26201151595895	3	99	1
SPAC1142.08	13	150	63	100	2324	300	0.13	47.106228168075	0.0645438898450947	23.387840014601	0.047007739462725	0.156520584809883	2.01413333333333	1.09245986511373	3.63753839098167	6	107	1
SPAC1142.09	24	0	98	100	3	300	0.24	86.9653443102923	0	0	4.82360283201714	261.601981758791	NA	0.144708084960514	7.84805945276373	0	124	1
SPAC11D3.01c	34	14	42	100	130	300	0.34	123.200904439581	0.107692307692308	39.0229109084645	1.25939550101893	4.74709244796295	3.15714285714286	1.6372141513246	6.17122018235183	13	121	1
SPAC11D3.02c	25	47	44	100	450	300	0.25	90.5889003232212	0.104444444444444	37.846029468368	0.318266993413699	0.884810806487176	2.3936170212766	1.43220147036165	3.98164862919229	11	114	1
SPAC11D3.03c	4	11	9	100	1284	300	0.04	14.4942240517154	0.00856697819314642	3.1042925344406	0.0978590667085697	1.23052614057963	4.66909090909091	1.25651041653803	15.7999556450424	0	104	1
SPAC11D3.04c	0	61	14	100	1836	300	0	0	0.0332244008714597	12.0390477553736	0.00149545868574188	0.0796917976497406	0	0.0274566214702209	1.46314140484924	3	97	1
SPAC11D3.05	23	498	132	100	1753	300	0.23	83.3417882973635	0.284084426697091	102.939583253769	0.0296756706493331	0.0712370408713581	0.809618473895582	0.520214506482808	1.24878532647491	27	96	1
SPAC11D3.06	6	107	38	100	1521	300	0.06	21.7413360775731	0.0703484549638396	25.4911566984475	0.0222518626115412	0.132149334440371	0.852897196261682	0.338450830321542	2.00999137683804	6	100	1
SPAC11D3.07c	30	394	14	100	4030	300	0.3	108.706680387865	0.0977667493796526	35.4263292579148	0.0515507514311196	0.11180314715615	3.06852791878173	2.07749528267412	4.50566683039285	11	119	0.0111678784452507
SPAC11D3.08c	7	230	61	100	3214	300	0.07	25.3648920905019	0.0715619166148102	25.9308613246308	0.0131744556662666	0.0666123151704982	0.978173913043478	0.423427005113807	2.14091980957981	7	100	1
SPAC11D3.09	0	20	6	100	1729	300	0	0	0.0115673799884326	4.19150493109178	0.00459577388787386	0.250708753220746	0	0.0794609305213391	4.33475434318671	1	99	1
SPAC11D3.10	1	132	0	100	4126	300	0.01	3.62355601292885	0.0319922443044111	11.5925689216337	0.000392761497281498	0.0497438018327129	0.312575757575758	0.0162053393778346	2.05242926361773	3	98	1
SPAC11D3.11c	5	126	33	100	2151	300	0.05	18.1177800646442	0.0585774058577406	21.2258511217589	0.0143384851567961	0.100487138709316	0.853571428571429	0.308420815722684	2.16147835363738	5	100	1
SPAC11D3.13	2	42	34	100	920	300	0.02	7.2471120258577	0.0456521739130435	16.5423209285882	0.00797536691687462	0.200526163723088	0.438095238095238	0.0733733756352465	1.84484070625241	4	98	1
SPAC11D3.14c	11	475	17	100	4308	300	0.11	39.8591161422173	0.110259981429898	39.9533218695729	0.0120903971181823	0.0431521137419763	0.997642105263158	0.520854307851291	1.85899306000434	11	100	1
SPAC11D3.15	4	335	13	100	3921	300	0.04	14.4942240517154	0.0854373884213211	30.9587162543016	0.00380089537810964	0.033072211582831	0.468179104477612	0.149033107775679	1.2967614161628	8	96	1
SPAC11D3.16c	5	108	80	100	945	300	0.05	18.1177800646442	0.114285714285714	41.4120687191868	0.0166768055854375	0.117636496219259	0.4375	0.157595812782384	1.111664889272	10	95	1
SPAC11D3.17	1	174	20	100	3291	300	0.01	3.62355601292885	0.0528714676390155	19.1582724475728	0.000298447778780593	0.037637537017946	0.189137931034483	0.00982191639966931	1.2386513432606	5	96	1
SPAC11D3.18c	14	151	21	100	2031	300	0.14	50.7297841810039	0.0743476120137863	26.9402736559456	0.0514244530903075	0.16411372497745	1.88304635761589	1.04443064226415	3.333149754292	7	107	1
SPAC11D3.19	2	38	3	100	1210	300	0.02	7.2471120258577	0.031404958677686	11.3797626852311	0.00878433500901352	0.222638928736117	0.636842105263158	0.106290453609064	2.69393103770701	3	99	1
SPAC11E3.01c	17	356	40	100	3812	300	0.17	61.6004522197904	0.093389296956978	33.8401348531655	0.0283920367707205	0.0791903987392327	1.82033707865169	1.08230444169986	3.01873799993955	9	108	1
SPAC11E3.02c	8	416	88	100	3850	300	0.08	28.9884481034308	0.108051948051948	39.1532286072312	0.00887743460947632	0.0398461903445524	0.740384615384615	0.341781232464838	1.53407832826527	10	98	1
SPAC11E3.03	2	15	48	100	987	300	0.02	7.2471120258577	0.0151975683890578	5.50692403180676	0.0210791526483131	0.606412790019809	1.316	0.20805123663885	5.98529423749551	1	101	1
SPAC11E3.04c	14	69	51	100	714	300	0.14	50.7297841810039	0.0966386554621849	35.0175581081359	0.109303293786136	0.370305707043447	1.44869565217391	0.780425517633012	2.64398274829021	10	104	1
SPAC11E3.05	4	302	18	100	3997	300	0.04	14.4942240517154	0.0755566675006255	27.3783816838757	0.00421332772489035	0.0367145334801362	0.529403973509934	0.168406709163867	1.46747990320104	7	97	1
SPAC11E3.06	9	33	19	100	1847	300	0.09	32.6120041163596	0.0178668110449377	6.47413905937477	0.121543050194876	0.593366081697302	5.03727272727273	2.24490013709935	10.9594715289492	1	108	1
SPAC11E3.07	31	157	123	100	1208	300	0.31	112.330236400794	0.129966887417219	47.0942296382309	0.131723963252931	0.294458366567091	2.38522292993631	1.59122547609541	3.55705706813046	15	116	1
SPAC11E3.08c	29	91	7	100	1531	300	0.29	105.083124374937	0.0594382756368387	21.5377921081989	0.205185710957787	0.492450425983877	4.87901098901099	3.14139323476373	7.53941602181316	7	122	1.00821131833654e-05
SPAC11E3.09	3	123	30	100	1333	300	0.03	10.8706680387865	0.0922730682670668	33.4356631350524	0.00620750739763349	0.0790741089129652	0.325121951219512	0.0827460736104544	1.05405787180983	8	95	1
SPAC11E3.10	11	106	43	100	1069	300	0.11	39.8591161422173	0.0991580916744621	35.9304899317547	0.0528350731508806	0.198544916207404	1.10933962264151	0.564806931982914	2.12244515425714	10	101	1
SPAC11E3.11c	17	449	14	100	3255	300	0.17	61.6004522197904	0.137941628264209	49.983921652997	0.0225673730316876	0.0626269549727577	1.23240534521158	0.734567992181433	2.03850738436326	14	103	1
SPAC11E3.12	2	52	0	100	2724	300	0.02	7.2471120258577	0.0190895741556534	6.91721412159692	0.00648283335729948	0.160629404222807	1.04769230769231	0.176592380652838	4.37554497102927	1	101	1
SPAC11E3.13c	117	1737	443	100	2103	300	1.17	423.956053512675	0.825962910128388	299.292286945193	0.0555976952507287	0.0815426408422933	1.41652849740933	1.16921953112282	1.71484173691343	98	119	1
SPAC11E3.14	14	413	38	100	2681	300	0.14	50.7297841810039	0.154046997389034	55.8197923662668	0.019108657628241	0.0590002263578974	0.908813559322034	0.51230311101314	1.58179606865523	15	99	1
SPAC11E3.15	137	225	374	100	406	300	1.37	496.427173771252	0.554187192118227	200.812833228815	0.48960894747871	0.756993546917972	2.47208888888889	1.98781232676356	3.07339380048697	84	153	2.27084814408734e-05
SPAC11G7.01	55	1029	206	100	2966	300	0.55	199.295580711087	0.346931894807822	125.712715350768	0.0403477333332282	0.0706374709739011	1.58532555879495	1.19671377066355	2.09510738908591	39	116	1
SPAC11G7.02	107	474	61	100	2923	300	1.07	387.720493383387	0.162162162162162	58.7603677772246	0.181974537647719	0.279810121911276	6.59833333333333	5.31911573544283	8.17884986346661	28	179	6.71310995112129e-31
SPAC11G7.03	6	67	26	100	1164	300	0.06	21.7413360775731	0.0575601374570447	20.8572382187485	0.0350411749159769	0.214324211011842	1.04238805970149	0.407879276021972	2.49473381617784	5	101	1
SPAC11G7.04	49	117	606	93	363	300	0.526881720430108	190.918542616681	0.322314049586777	116.792301243161	0.295866574171191	0.591615945179802	1.63468431210367	1.15483404757142	2.30921062473407	34	108	1
SPAC11G7.05c	5	117	9	100	1975	296	0.05	18.1177800646442	0.0592405063291139	21.466129291781	0.0154194951114676	0.108387909702592	0.844017094017094	0.304535028451485	2.14066121662619	5	100	1
SPAC11G7.06c	2	95	16	100	2860	300	0.02	7.2471120258577	0.0332167832167832	12.0362874555329	0.00359218404508672	0.0865494780358868	0.602105263157895	0.10273646368948	2.47531507182636	3	99	1
