V4	Fisher_WT_r1_pr_counts	Fisher_WT_r1gb_counts	Fisher_WT_r1term_counts	Fisher_WT_r1pr_map	Fisher_WT_r1gb_map	Fisher_WT_r1term_map	Fisher_WT_r1pr_density	Fisher_WT_r1pr_densityRPKM	Fisher_WT_r1gb_density	Fisher_WT_r1gb_densityRPKM	Fisher_WT_r1pause_index_CI_low	Fisher_WT_r1pause_index_CI_high	Fisher_WT_r1pause_index_scaled	Fisher_WT_r1pause_index_CI_low_scaled	Fisher_WT_r1pause_index_CI_high_scaled	Fisher_WT_r1_ExpPR	Fisher_WT_r1_ExpGB	Fisher_WT_r1Fexact_Pval
SPAC1002.11	2	117	18	100	1871	300	0.02	13.8565377223455	0.0625334045964725	43.3248239848856	0.00292492154773235	0.0700236140004911	0.31982905982906	0.0547252821580722	1.31014181794919	6	96	1
SPAC1002.12c	17	90	9	100	1692	300	0.17	117.780570639936	0.0531914893617021	36.8524939424082	0.108521606645522	0.324588255128262	3.196	1.83618558444224	5.49203327677019	5	112	1
SPAC1002.13c	90	1743	294	100	1829	300	0.9	623.544197505546	0.95297977036632	660.250006835652	0.0415258380341557	0.0641322351121602	0.944406196213425	0.759507577644708	1.17297858020141	92	98	1
SPAC1002.14	3	112	30	100	1485	300	0.03	20.7848065835182	0.0754208754208754	52.2536102660839	0.00680745654011569	0.0869868143971227	0.397767857142857	0.101090729620718	1.29175419379727	7	96	1
SPAC1002.15c	1	100	7	100	2754	300	0.01	6.92826886117273	0.0363108206245461	25.1571127856672	0.000517317400909555	0.0658912839752478	0.2754	0.0142469212210492	1.81464596067832	3	98	1
SPAC1002.16c	6	41	3	100	1906	300	0.06	41.5696131670364	0.021511017838405	14.9034115061953	0.0559465533141459	0.359389091144186	2.78926829268293	1.06634130616762	6.84995607720818	2	104	1
SPAC1002.17c	0	89	13	100	990	300	0	0	0.0898989898989899	62.2844372368054	0.00102379729694063	0.0543638405446951	0	0.0101355932397122	0.538202021392482	8	92	1
SPAC1002.18	4	64	22	100	1505	300	0.04	27.7130754446909	0.0425249169435216	29.4624057883757	0.0193800487931317	0.178357839926761	0.940625	0.291669734336632	2.68428549089775	4	100	1
SPAC1002.19	0	130	7	100	1563	300	0	0	0.0831733845169546	57.6247570027163	0.000700353783233648	0.0370984825260718	0	0.0109465296319419	0.579849281882502	7	93	1
SPAC1002.20	2	2	18	100	548	300	0.02	13.8565377223455	0.00364963503649635	2.52856527780027	0.101199373606884	9.88148408788154	5.48	0.554572567365722	54.1505328015909	0	102	1
SPAC1006.01	10	235	61	100	1664	300	0.1	69.2826886117273	0.141225961538462	97.8451431716101	0.0213190885050321	0.0823090057785622	0.708085106382979	0.354749632723733	1.36962185615528	13	97	1
SPAC1006.02	28	59	2	100	1217	300	0.28	193.991528112837	0.0484798685291701	33.5881563524397	0.29523842328101	0.759527035333454	5.77559322033898	3.59305161132989	9.24344402000813	5	123	1.6812793445863e-06
SPAC1006.03c	11	339	10	100	2770	300	0.11	76.2109574729001	0.122382671480144	84.7900051963017	0.0168909812984392	0.0606506742896633	0.89882005899705	0.467880181966765	1.68002367782367	12	99	1
SPAC1006.04c	2	64	13	100	3993	300	0.02	13.8565377223455	0.0160280490859003	11.1046633387191	0.00529396749921369	0.129663211239235	1.2478125	0.211388122243603	5.17745202478266	1	101	1
SPAC1006.05c	39	204	8	100	2032	300	0.39	270.202485585737	0.100393700787402	69.5554551023247	0.133646037776981	0.272472953603782	3.88470588235294	2.71568748762825	5.53665041722886	12	127	5.13133756205275e-06
SPAC1006.06	5	385	3	100	4139	300	0.05	34.6413443058637	0.0930176371104131	64.4451198731941	0.00475185378208094	0.0324336222585095	0.537532467532468	0.19667922804033	1.34242762527971	8	97	1
SPAC1006.07	63	932	486	100	1302	300	0.63	436.480938253882	0.715821812596006	495.940597435713	0.051917496292014	0.0878405182753884	0.880107296137339	0.675965801722023	1.14368354794556	68	95	1
SPAC1006.08	0	57	22	100	1457	300	0	0	0.0391214824982841	27.1044148995776	0.00160081492032805	0.0853739079446319	0	0.0233238733891797	1.24389783875329	3	97	1
SPAC1006.09	11	630	24	100	4844	300	0.11	76.2109574729001	0.130057803468208	90.1075429921309	0.00913232612630347	0.0324736538645626	0.845777777777778	0.44236987755814	1.57302379319941	12	99	1
SPAC1039.01	2	250	12	100	2977	300	0.02	13.8565377223455	0.0839771582129661	58.1816330296669	0.00137775354147741	0.0325018959523142	0.23816	0.0410157229297825	0.967581442500395	7	95	1
SPAC1039.02	1	289	100	100	2733	300	0.01	6.92826886117273	0.105744603000366	73.2627040204508	0.000180059199674157	0.0225862566090827	0.0945674740484429	0.00492101792709471	0.617282393126231	9	92	1
SPAC1039.03	2	70	11	100	1499	300	0.02	13.8565377223455	0.0466977985323549	32.3534903457032	0.00484931864006599	0.118262285181347	0.428285714285714	0.0726912864145892	1.77275165486839	4	98	1
SPAC1039.04	0	146	5	100	1844	300	0	0	0.079175704989154	54.8550571437754	0.000623485577721571	0.03300759191357	0	0.0114970740531858	0.60865999488623	7	93	1
SPAC1039.05c	0	102	5	100	3153	300	0	0	0.0323501427212179	22.4130486469908	0.000893028017049197	0.047373298583352	0	0.0281571733775612	1.49368010433309	3	97	1
SPAC1039.06	0	64	13	100	1966	300	0	0	0.0325534079348932	22.5538762520374	0.00142511423979771	0.0759029537004353	0	0.028017745954423	1.49225206975056	3	97	1
SPAC1039.07c	0	38	9	100	1430	300	0	0	0.0265734265734266	18.4107843863331	0.00240594623539958	0.129094305004205	0	0.034405031166214	1.84604856156013	2	98	1
SPAC1039.08	0	20	1	100	995	300	0	0	0.0201005025125628	13.9261685651713	0.00459577388787386	0.250708753220746	0	0.0457279501843449	2.49455209454643	1	99	1
SPAC1039.09	0	27	0	100	3060	300	0	0	0.00882352941176471	6.11317840691712	0.00339432100419189	0.183491530730493	0	0.103866222728272	5.61484084035308	0	100	1
SPAC1039.10	0	2	0	100	888	300	0	0	0.00225225225225225	1.56042091467854	0.0514242900386907	4.05388820080272	0	0.456647695543574	35.9985272231282	0	100	1
SPAC1039.11c	0	76	23	100	3471	300	0	0	0.0218957072889657	15.1699347003494	0.00119943495785576	0.0637745380674321	0	0.0416323873871734	2.21361421632057	2	98	1
SPAC105.01c	10	129	3	100	3151	300	0.1	69.2826886117273	0.0409393843224373	28.3639061596726	0.0383949426931728	0.151767479550191	2.44263565891473	1.20982464426188	4.78219328062651	4	106	1
SPAC105.02c	6	152	50	100	1418	300	0.06	41.5696131670364	0.107193229901269	74.2663516853495	0.0157750811303849	0.0923117453101453	0.559736842105263	0.223690650428858	1.30898054849786	10	96	1
SPAC105.03c	1	177	4	100	2487	294	0.01	6.92826886117273	0.0711700844390832	49.3085479866335	0.000293415086723515	0.0369944290319505	0.140508474576271	0.00729723320681381	0.920051450024609	6	95	1
SPAC1071.01c	6	243	12	100	2319	300	0.06	41.5696131670364	0.104786545924968	72.59893632018	0.0099302952419378	0.0573452210549935	0.572592592592593	0.230283546660538	1.3298356762653	10	96	1
SPAC1071.02	2	165	9	100	3405	300	0.02	13.8565377223455	0.0484581497797357	33.5731090188987	0.00208137888980292	0.049429756480601	0.412727272727273	0.0708709511977894	1.68308320816446	4	98	1
SPAC1071.03c	17	191	12	100	1677	300	0.17	117.780570639936	0.113893858079905	78.908727041383	0.0523794168883383	0.149173555384407	1.49261780104712	0.878402821217434	2.50164052379651	11	106	1
SPAC1071.04c	3	4	30	100	331	300	0.03	20.7848065835182	0.0120845921450151	8.37253034582808	0.133893566820236	3.94140253599159	2.4825	0.443187706174981	13.0460423941322	1	102	1
SPAC1071.05	5	90	58	100	1458	300	0.05	34.6413443058637	0.0617283950617284	42.7670917356342	0.0199264787671391	0.141839424658459	0.81	0.290528060424888	2.06801881152033	6	99	1
SPAC1071.06	27	101	10	100	1678	300	0.27	187.063259251664	0.0601907032181168	41.7017374838168	0.170796480058979	0.415929152200764	4.48574257425743	2.86596493538967	6.97929117392883	7	120	0.000113815656713408
SPAC1071.07c	70	94	81	100	468	300	0.7	484.978820282091	0.200854700854701	139.157536955179	0.540228539746163	1.02591356420798	3.48510638297872	2.52826956601204	4.80127548049337	28	142	9.18954144928936e-07
SPAC1071.08	6	32	69	100	320	300	0.06	41.5696131670364	0.1	69.2826886117273	0.0705135626992493	0.469031114548192	0.6	0.225643400637598	1.50089956655421	9	97	1
SPAC1071.09c	42	56	99	100	2232	300	0.42	290.987292169255	0.025089605734767	17.3827534151287	0.493314712027784	1.13884436179663	16.74	11.0107843724601	25.4190061553008	3	139	1.53772181067992e-24
SPAC1071.10c	206	9583	186	100	4273	300	2.06	1427.22338540158	2.24268663702317	1553.79359926558	0.0186777236604827	0.0247322108578958	0.918541166649275	0.798099132012428	1.05680736995789	211	95	1
SPAC1071.11	8	238	2	100	2136	300	0.08	55.4261508893819	0.111423220973783	77.1970032284228	0.0154338480843804	0.070046039469796	0.717983193277311	0.329666995082364	1.49618340307484	10	98	1
SPAC1071.12c	1	30	10	100	736	300	0.01	6.92826886117273	0.0407608695652174	28.2402263363019	0.00168902937199498	0.227153129587376	0.245333333333333	0.012431256177883	1.67184703376309	3	98	1
SPAC1071.13	2	264	16	100	3378	300	0.02	13.8565377223455	0.0781527531083481	54.1463285775489	0.00130508633068251	0.0307664633569597	0.255909090909091	0.0440858162504551	1.0392911321981	7	95	1
SPAC1093.01	6	1293	32	100	5223	300	0.06	41.5696131670364	0.247558874210224	171.515443949767	0.00188252803285085	0.0106761706115952	0.242366589327146	0.0983244391558001	0.557616391043617	21	85	1
SPAC1093.02	25	153	15	100	992	300	0.25	173.206721529318	0.154233870967742	106.857372556394	0.104531687291591	0.253555673517622	1.62091503267974	1.03695433793258	2.51527228129481	16	109	1
SPAC1093.03	7	160	15	100	3353	300	0.07	48.4978820282091	0.0477184610796302	33.0606328001085	0.0188385901635203	0.0963007947726065	1.4669375	0.631657928182836	3.2289656487255	4	103	1
SPAC1093.04c	8	174	1	100	4949	300	0.08	55.4261508893819	0.0351586179026066	24.3588357616499	0.0210142367918681	0.0962793464456693	2.27540229885057	1.03999457882955	4.76486485559618	3	105	1
SPAC1093.05	7	250	17	100	2479	300	0.07	48.4978820282091	0.100847115772489	69.8695931945617	0.0121322526490667	0.0612195180522269	0.69412	0.300758543170363	1.5176318525147	9	98	1
SPAC1093.06c	2	766	18	100	12942	300	0.02	13.8565377223455	0.0591871426363777	41.0064437309405	0.000451396160522421	0.0105558999091514	0.337911227154047	0.0584196910948117	1.36614456624238	5	97	1
SPAC1093.07	0	41	3	100	1791	300	0	0	0.022892238972641	15.8603586436673	0.00222893830759859	0.119437073139709	0	0.0399202850890907	2.13911797993219	2	98	1
SPAC10F6.01c	33	1970	100	100	4905	300	0.33	228.6328724187	0.401630988786952	278.260747329466	0.0116819037898794	0.0238939605826326	0.821649746192893	0.572997380893585	1.17199876657813	38	95	1
SPAC10F6.02c	0	165	12	100	3591	300	0	0	0.0459482038429407	31.8341509911863	0.000551593368263645	0.0291857944544672	0	0.0198077178543475	1.04806187885992	4	96	1
SPAC10F6.03c	21	589	111	100	2113	300	0.21	145.493646084627	0.278750591575958	193.125904364919	0.02246686598519	0.0559985904148821	0.753361629881155	0.474724878267065	1.18325021546646	26	95	1
SPAC10F6.04	0	62	1	100	2665	300	0	0	0.0232645403377111	16.1182990391261	0.00147125141445871	0.0783875109585982	0	0.0392088501953248	2.08902716704664	2	98	1
SPAC10F6.05c	0	66	23	100	2025	300	0	0	0.0325925925925926	22.5810244364148	0.00138178273757893	0.0735710521596386	0	0.0279811004359734	1.48981380623268	3	97	1
SPAC10F6.06	12	192	185	100	890	300	0.12	83.1392263340728	0.215730337078652	149.463777679232	0.0332307143761135	0.114804858870944	0.55625	0.29575335794741	1.0217632439514	19	93	1
SPAC10F6.07c	6	29	9	100	366	300	0.06	41.5696131670364	0.0792349726775956	54.8961193918058	0.0772170349469088	0.522027177909498	0.757241379310345	0.282614347905686	1.91061947114876	7	99	1
SPAC10F6.08c	15	89	7	100	983	300	0.15	103.924032917591	0.0905391658189217	62.727968325979	0.0936631330458645	0.298544286838595	1.65674157303371	0.920708597840848	2.93469033962339	9	106	1
SPAC10F6.09c	3	257	26	100	3689	300	0.03	20.7848065835182	0.0696665763079425	48.2668771298832	0.00299360376503302	0.0375070643321269	0.430622568093385	0.110434042892068	1.38363560321216	6	97	1
SPAC10F6.10	0	107	17	100	1670	300	0	0	0.0640718562874251	44.3907046793702	0.000851210776203672	0.0451407668396882	0	0.0142152199626013	0.753850806222792	6	94	1
SPAC10F6.11c	3	100	2	100	2545	300	0.03	20.7848065835182	0.0392927308447937	27.2230603582426	0.00760979987896415	0.0976456842270014	0.7635	0.193669406919638	2.48508266357719	3	100	1
SPAC10F6.12c	7	35	6	100	987	300	0.07	48.4978820282091	0.0354609929078014	24.5683292949388	0.0811633487225295	0.469725182964431	1.974	0.801082251891366	4.63618755585893	3	104	1
SPAC10F6.13c	16	204	48	100	1199	300	0.16	110.852301778764	0.170141784820684	117.87880297575	0.045478732825842	0.133222643608855	0.940392156862745	0.545290006581846	1.59733949687017	16	100	1
SPAC10F6.14c	10	86	26	100	1579	300	0.1	69.2826886117273	0.0544648511716276	37.7347132400795	0.0568792177738321	0.230683202360286	1.83604651162791	0.898122848648809	3.64248776526892	5	105	1
SPAC10F6.15	0	3	0	100	1234	300	0	0	0.00243111831442464	1.68434413156549	0.0327971598819604	2.22593021867193	0	0.404716952943391	27.4679788984117	0	100	1
SPAC10F6.16	5	83	35	100	1061	300	0.05	34.6413443058637	0.0782280867106503	54.1985217226519	0.0215603461470317	0.154173043226467	0.639156626506024	0.228755272620006	1.63577598863281	7	98	1
SPAC10F6.17c	8	74	26	100	1801	300	0.08	55.4261508893819	0.0410882842865075	28.4670680581223	0.0483093617962613	0.231939700284371	1.94702702702703	0.870051605950665	4.17723400212152	4	104	1
SPAC110.01	0	1807	44	100	5792	300	0	0	0.311982044198895	216.149548206822	5.03051894571548e-05	0.00265172079780348	0	0.00291367657335841	0.153587668608778	23	77	1
SPAC110.02	23	193	58	100	3853	300	0.23	159.350183806973	0.0500908383078121	34.7042795278053	0.075401579856922	0.186742386526986	4.59165803108808	2.90522287188721	7.19518415288477	5	118	0.000285597222119041
SPAC110.03	17	394	34	100	1448	300	0.17	117.780570639936	0.272099447513812	188.517812935225	0.0256834250647229	0.0714673575936541	0.624771573604061	0.371895994937188	1.03484733795611	25	92	1
SPAC110.04c	10	1071	47	100	2755	300	0.1	69.2826886117273	0.388747731397459	269.334880229256	0.00472992800163575	0.0178513468341306	0.257236227824463	0.130309516445065	0.491804605280298	30	80	1
SPAC110.05	0	27	17	100	1707	300	0	0	0.015817223198594	10.9585974957038	0.00339432100419189	0.183491530730493	0	0.0579410595415556	3.13220042956951	1	99	1
SPAC1142.01	28	171	3	100	1904	300	0.28	193.991528112837	0.0898109243697479	62.2234230704064	0.10749306993212	0.247894482936496	3.11766081871345	2.04666805150756	4.71991095511088	10	118	0.0273605206742467
SPAC1142.02c	39	139	43	100	1080	300	0.39	270.202485585737	0.128703703703704	89.1693862687972	0.193524123470947	0.405413163089821	3.03021582733813	2.09006053348623	4.37846216137006	15	124	0.00327989048165144
SPAC1142.03c	0	99	59	100	2243	300	0	0	0.0441373160945163	30.5795192713375	0.000920150435057037	0.0488220553709562	0	0.0206389742583294	1.09507870197055	4	96	1
SPAC1142.04	0	278	30	100	2169	300	0	0	0.128169663439373	88.7993888153997	0.000327205092150258	0.0172838067828005	0	0.0070970784487391	0.374885769118943	11	89	1
SPAC1142.05	1	46	37	100	969	300	0.01	6.92826886117273	0.0474716202270382	32.8896148208406	0.00111288064876816	0.145684955633947	0.210652173913043	0.0107838134865635	1.41168722009295	4	97	1
SPAC1142.06	11	137	23	100	1508	300	0.11	76.2109574729001	0.0908488063660478	62.94249562206	0.0411755326396873	0.15245400654334	1.21080291970803	0.620927032206485	2.29900641867356	9	102	1
SPAC1142.07c	0	39	20	100	1016	300	0	0	0.0383858267716535	26.5947328332418	0.00234390037330292	0.125706278271577	0	0.0238140277927577	1.27717578723922	3	97	1
SPAC1142.08	8	194	69	100	2324	300	0.08	55.4261508893819	0.0834767641996558	57.8349466035934	0.0188808640609253	0.0861922677447493	0.958350515463917	0.438791280775903	2.00310830238797	8	100	1
SPAC1142.09	3	0	3	100	3	300	0.03	20.7848065835182	0	0	0.449250381531113	30.4904450141133	NA	0.0134775114459334	0.914713350423399	0	103	1
SPAC11D3.01c	5	4	6	100	130	300	0.05	34.6413443058637	0.0307692307692308	21.31775034207	0.292873678803667	5.51760650706156	1.625	0.380735782444767	7.17288845918002	3	102	1
SPAC11D3.02c	23	40	30	100	450	300	0.23	159.350183806973	0.0888888888888889	61.5846120993132	0.333672725362289	0.986014238671135	2.5875	1.5015272641303	4.43706407402011	10	113	1
SPAC11D3.03c	1	6	4	100	1284	300	0.01	6.92826886117273	0.00467289719626168	3.23750881363212	0.00755953402951306	1.38050834161111	2.14	0.0970644169389477	17.7257271062866	0	101	1
SPAC11D3.04c	0	59	4	100	1836	300	0	0	0.0321350762527233	22.2640448153154	0.00154634432682249	0.0824350588536129	0	0.028390881840461	1.51350768055233	3	97	1
SPAC11D3.05	17	380	1	100	1753	300	0.17	117.780570639936	0.216771249286937	150.18494964322	0.0266190136136879	0.0741309300773098	0.784236842105263	0.466631308647948	1.29951520425524	20	97	1
SPAC11D3.06	3	70	10	100	1521	300	0.03	20.7848065835182	0.0460223537146614	31.8855240159166	0.0107888205887194	0.140758323650804	0.651857142857143	0.164097961154422	2.14093410272874	4	99	1
SPAC11D3.07c	7	239	3	100	4030	300	0.07	48.4978820282091	0.0593052109181141	41.0882446109251	0.0126841300370569	0.0640724806893716	1.18033472803347	0.511170440493394	2.58212097178168	5	102	1
SPAC11D3.08c	0	116	9	100	3214	300	0	0	0.0360920970752956	25.0055752301194	0.000785041648909857	0.0416110040714889	0	0.0252312385959628	1.33737767085765	3	97	1
SPAC11D3.09	0	13	2	100	1729	300	0	0	0.0075187969924812	5.20922470764867	0.00711390234765344	0.395564521747562	0	0.122999371590928	6.83931058101535	0	100	1
SPAC11D3.10	0	50	0	100	4126	300	0	0	0.0121182743577315	8.39586628838189	0.00182593230767121	0.0975451588739486	0	0.0753379670145143	4.02471325513912	1	99	1
SPAC11D3.11c	3	81	7	100	2151	300	0.03	20.7848065835182	0.0376569037656904	26.0897153768011	0.00935573551035926	0.121147508214982	0.796666666666667	0.201241870827828	2.60588290170426	3	100	1
SPAC11D3.13	0	53	38	100	920	300	0	0	0.0576086956521739	39.9128532219734	0.00172214121145853	0.0919284576549814	0	0.0158436991454185	0.845741810425829	5	95	1
SPAC11D3.14c	3	251	5	100	4308	300	0.03	20.7848065835182	0.058263695450325	40.3666546925338	0.00306465010430173	0.0384112135646984	0.514900398406374	0.132025126493318	1.65475508036721	5	98	1
SPAC11D3.15	1	175	1	100	3921	300	0.01	6.92826886117273	0.0446314715633767	30.9218834660859	0.000296751141286199	0.0374206976906264	0.224057142857143	0.0116356122498319	1.46726555644946	4	97	1
SPAC11D3.16c	8	124	25	100	945	300	0.08	55.4261508893819	0.131216931216931	90.9106178608909	0.029287611910908	0.136089576416046	0.609677419354839	0.276767932558081	1.28604649713163	12	96	1
SPAC11D3.17	0	122	4	100	3291	300	0	0	0.0370707991491948	25.6836463404155	0.000746362511959153	0.0395493066977811	0	0.0245627902685757	1.30156768342398	3	97	1
SPAC11D3.18c	3	64	15	100	2031	300	0.03	20.7848065835182	0.0315115706548498	21.8320633734641	0.0117724287195558	0.154388336239339	0.95203125	0.239098027294179	3.13562710902097	3	100	1
SPAC11D3.19	1	19	1	100	1210	300	0.01	6.92826886117273	0.015702479338843	10.8790998646514	0.00262241420563744	0.368819983318377	0.636842105263158	0.031731211888213	4.46272179815236	1	100	1
SPAC11E3.01c	0	270	28	100	3812	300	0	0	0.0708289611752361	49.0722086179601	0.000336908046477956	0.0177976404561691	0	0.0128429347317397	0.678446054189168	6	94	1
SPAC11E3.02c	9	214	7	100	3850	300	0.09	62.3544197505546	0.0555844155844156	38.5103775659991	0.0202228833283169	0.0842994034699747	1.61915887850467	0.7785810081402	3.24552703359402	5	104	1
SPAC11E3.03	0	14	8	100	987	300	0	0	0.0141843971631206	9.82733171797551	0.0065974714867639	0.365411596620526	0	0.0651170435743596	3.60661245864459	1	99	1
SPAC11E3.04c	0	55	21	100	714	300	0	0	0.07703081232493	53.3690178381653	0.0016592631470071	0.0885300344192424	0	0.0118471388696307	0.632104445753391	7	93	1
SPAC11E3.05	5	149	3	100	3997	300	0.05	34.6413443058637	0.0372779584688516	25.8271718867835	0.0121599165287331	0.0847065163807851	1.34127516778523	0.486031863653463	3.38571945973998	3	102	1
SPAC11E3.06	1	15	9	100	1847	300	0.01	6.92826886117273	0.00812127774769897	5.62663957323178	0.00328192270549487	0.476785931797302	1.23133333333333	0.0606171123704902	8.80623616029616	0	101	1
SPAC11E3.07	32	161	65	100	1208	300	0.32	221.704603557527	0.133278145695364	92.3386826696035	0.133454851546264	0.294567760461373	2.40099378881988	1.61213460667887	3.55837854637339	15	117	0.829670947231182
SPAC11E3.08c	5	29	7	100	1531	300	0.05	34.6413443058637	0.0189418680600914	13.1234354653174	0.0586897200899928	0.467020324073536	2.63965517241379	0.89853961457779	7.15008116156583	1	104	1
SPAC11E3.09	0	99	17	100	1333	300	0	0	0.0742685671417855	51.4552601092349	0.000920150435057037	0.0488220553709562	0	0.0122656052993103	0.650797998094846	6	94	1
SPAC11E3.10	0	87	19	100	1069	300	0	0	0.0813844714686623	56.3853499459334	0.00104739323259198	0.0556266725263707	0	0.0111966336564083	0.594649129306903	7	93	1
SPAC11E3.11c	0	279	7	100	3255	300	0	0	0.0857142857142857	59.3851616671949	0.000326031378882105	0.0172216562162017	0	0.0106123213826125	0.560564909837366	7	93	1
SPAC11E3.12	2	41	0	100	2724	300	0.02	13.8565377223455	0.0150513950073421	10.4280111346579	0.00816331069656794	0.205632495298649	1.32878048780488	0.222368583374511	5.60142917193521	1	101	1
SPAC11E3.13c	71	1411	33	100	2103	300	0.71	491.907089143264	0.67094626723728	464.849613082013	0.0393438422362084	0.0642505525505117	1.05820694542877	0.827401002227463	1.35118912013726	68	103	1
SPAC11E3.14	23	183	12	100	2681	300	0.23	159.350183806973	0.0682581126445356	47.2910556357557	0.0794146031073566	0.19722049694998	3.36956284153005	2.12910550930823	5.28748152322897	7	116	0.0414568430127409
SPAC11E3.15	39	436	636	100	406	300	0.39	270.202485585737	1.07389162561576	744.020991002786	0.0635346285643719	0.125439930448425	0.363165137614679	0.25795059197135	0.509286117620604	71	68	1
SPAC11G7.01	13	762	44	100	2966	300	0.13	90.0674951952455	0.256911665542819	177.995309245233	0.00944064102969055	0.0301747779232537	0.506010498687664	0.280009412940622	0.894983913203705	23	90	1
SPAC11G7.02	28	303	36	100	2923	300	0.28	193.991528112837	0.103660622647964	71.8188664021669	0.0614780223576426	0.138005952171866	2.70112211221122	1.79700259351389	4.03391398198365	12	116	0.199980403703548
SPAC11G7.03	1	107	21	100	1164	300	0.01	6.92826886117273	0.0919243986254296	63.6876948578593	0.000483758184563586	0.0615226852612263	0.108785046728972	0.00563094526832015	0.716124056440674	8	93	1
SPAC11G7.04	19	64	193	93	363	300	0.204301075268817	141.545277808905	0.176308539944904	122.15129672591	0.172006411827108	0.507387743546066	1.15877016129032	0.671379865518712	1.98044893448626	16	96	1
SPAC11G7.05c	4	83	0	100	1975	296	0.04	27.7130754446909	0.0420253164556962	29.116269138093	0.0150537992227553	0.136377964189277	0.951807228915663	0.297312534649417	2.69346479273822	4	100	1
SPAC11G7.06c	3	47	11	100	2860	300	0.03	20.7848065835182	0.0164335664335664	11.3856166599692	0.0158725968620701	0.212736749288404	1.82553191489362	0.453956270255205	6.08427102964836	1	102	1
SPAC11H11.01	0	13	1	100	1378	300	0	0	0.00943396226415094	6.53610269921956	0.00711390234765344	0.395564521747562	0	0.0980295743506644	5.45087910968141	0	100	1
SPAC11H11.02c	0	58	2	100	2839	300	0	0	0.0204297287777386	14.1542653733011	0.00157310823633282	0.0838787505311741	0	0.0446605428294889	2.38131772758003	2	98	1
SPAC11H11.03c	6	20	0	100	1081	300	0.06	41.5696131670364	0.0185013876040703	12.8182587625768	0.108046804638578	0.788397697192215	3.243	1.16798595814303	8.52257910664784	1	105	1
SPAC11H11.04	0	6	3	100	1498	300	0	0	0.00400534045393859	2.77500755454182	0.0157393406208896	0.93492067967121	0	0.235775322500926	14.0051117814747	0	100	1
SPAC11H11.05c	0	0	3	100	59	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC11H11.06	26	406	21	100	1533	300	0.26	180.134990390491	0.264840182648402	183.488399063022	0.0421549666189255	0.0965706043911198	0.981724137931035	0.646235638268128	1.48042736531587	26	100	1
SPAC1250.01	1	286	12	100	3829	300	0.01	6.92826886117273	0.0746931313658919	51.7494096185793	0.000181941971811425	0.0228243665432415	0.133881118881119	0.00696655810065946	0.873944994940719	7	94	1
SPAC1250.02	1	22	2	100	718	300	0.01	6.92826886117273	0.0306406685236769	21.2286789618106	0.0022789459676721	0.315231910448174	0.326363636363636	0.0163628320478857	2.26336511701789	3	98	1
