V4	WT_DMSOr1_pr_counts	WT_DMSOr1gb_counts	WT_DMSOr1term_counts	WT_DMSOr1pr_map	WT_DMSOr1gb_map	WT_DMSOr1term_map	WT_DMSOr1pr_density	WT_DMSOr1pr_densityRPKM	WT_DMSOr1gb_density	WT_DMSOr1gb_densityRPKM	WT_DMSOr1pause_index_CI_low	WT_DMSOr1pause_index_CI_high	WT_DMSOr1pause_index_scaled	WT_DMSOr1pause_index_CI_low_scaled	WT_DMSOr1pause_index_CI_high_scaled	WT_DMSOr1_ExpPR	WT_DMSOr1_ExpGB	WT_DMSOr1Fexact_Pval
SPAC2F7.14c	6	181	193	100	1154	300	0.06	9.74394535595444	0.15684575389948	25.4716075885002	0.0132834772002046	0.0772932445504384	0.382541436464088	0.153291326890361	0.89196404211206	14	92	1
SPAC2F7.15	1	189	103	100	962	300	0.01	1.62399089265907	0.196465696465696	31.9058501780213	0.000274874381030882	0.0346277059406628	0.0508994708994709	0.00264429154551708	0.333118531149176	16	85	1
SPAC2F7.16c	12	867	39	100	4189	300	0.12	19.4878907119089	0.206970637383624	33.6118430158849	0.0074679005676284	0.0250370836594837	0.579792387543253	0.312830354777954	1.04880343449577	19	93	1
SPAC2F7.17	2	137	3	100	2126	300	0.02	3.24798178531815	0.0644402634054562	10.4650400891013	0.00250235608989569	0.0596660695538522	0.31036496350365	0.0532000904711823	1.2685006387149	6	96	1
SPAC2G11.02	97	1269	40	100	4070	300	0.97	157.52711658793	0.311793611793612	50.6349985942104	0.0618260100491065	0.0944088922903202	3.11103230890465	2.51631860899863	3.84244191621603	46	151	1.86151906507735e-10
SPAC2G11.03c	7	463	4	100	2546	300	0.07	11.3679362486135	0.181853888452474	29.5329058641458	0.00658471287493115	0.0328737091197766	0.384924406047516	0.167646789795747	0.836964634189512	16	91	1
SPAC2G11.04	3	56	40	100	1073	300	0.03	4.87197267797722	0.0521901211556384	8.47562814435304	0.0134015181378043	0.177272425514119	0.574821428571429	0.14379828961864	1.9021331257665	5	98	1
SPAC2G11.05c	3	217	62	100	2343	300	0.03	4.87197267797722	0.0926163038839095	15.0408034019214	0.00354084178044521	0.04448832275505	0.323917050691244	0.0829619229158312	1.04236140215082	8	95	1
SPAC2G11.06	17	423	56	100	1550	300	0.17	27.6078451752043	0.272903225806452	44.319235328696	0.0239404445368122	0.066516592607251	0.622931442080378	0.371076890320588	1.03100718541239	25	92	1
SPAC2G11.07c	238	1715	320	100	1816	300	2.38	386.50983245286	0.944383259911894	153.36698132766	0.120888589826941	0.159269342590055	2.52016326530612	2.19533679125724	2.89233126143541	164	174	3.80992526732575e-11
SPAC2G11.08c	30	42	34	100	856	300	0.3	48.7197267797722	0.0490654205607477	7.96817961351415	0.435793142462823	1.16804817169272	6.11428571428571	3.73038929948177	9.99849234968971	6	124	6.39703353475868e-07
SPAC2G11.09	38	1587	194	100	2677	300	0.38	61.7116539210448	0.592827792304819	96.2746935618211	0.0171116563557898	0.033363702455642	0.640995589161941	0.458079040644494	0.893146314737537	51	87	1
SPAC2G11.10c	26	190	30	100	1537	300	0.26	42.2237632091359	0.123617436564737	20.0753591154993	0.0887990087203573	0.209400972002116	2.10326315789474	1.36484076403189	3.21849293967252	13	113	1
SPAC2G11.11c	138	957	56	100	3069	300	1.38	224.110743186952	0.311827956989247	50.6405762227023	0.12012650167504	0.173001753290351	4.42551724137931	3.68668233640697	5.30942380848087	56	182	8.49659457824449e-24
SPAC2G11.12	26	1008	63	100	3958	300	0.26	42.2237632091359	0.254674077817079	41.3588382971285	0.0171105223753387	0.0385915236478719	1.0209126984127	0.677234475615908	1.52745250598277	25	101	1
SPAC2G11.13	17	509	175	100	1781	300	0.17	27.6078451752043	0.28579449747333	46.4127661068764	0.0199296182383696	0.055180458642165	0.59483300589391	0.354946500825362	0.982763968416958	26	91	1
SPAC2G11.14	107	1303	75	100	3125	300	1.07	173.767025514521	0.41696	67.7139242603127	0.0670798943288301	0.100441119240882	2.56619339984651	2.09624669777594	3.13878497627755	60	147	3.48473649020165e-07
SPAC2G11.15c	14	128	36	100	953	300	0.14	22.735872497227	0.134312696747114	21.8122596285794	0.0603921333595778	0.19451585793811	1.04234375	0.575537030916776	1.85373612615019	13	101	1
SPAC2H10.01	131	3031	164	100	2762	300	1.31	212.742806938339	1.09739319333816	178.215655164723	0.0361369004367967	0.0516579495205238	1.19373804025074	0.998101190064326	1.42679256575687	120	111	1
SPAC2H10.02c	24	158	75	100	707	300	0.24	38.9757814238178	0.223479490806223	36.2928657765394	0.0964546773401167	0.237344092659014	1.07392405063291	0.681934568794625	1.67802273509923	22	102	1
SPAC2H10.04	8	26	186	100	212	300	0.08	12.9919271412726	0.122641509433962	19.9168694382717	0.128452954557045	0.711324028116633	0.652307692307692	0.272320263660936	1.50800693960726	11	97	1
SPAC30.01c	234	1301	52	100	5458	300	2.34	380.013868882223	0.238365701722243	38.7103728719211	0.156097624483671	0.207192124411957	9.81684857801691	8.51980834431879	11.3085461504046	64	270	7.51034982149512e-81
SPAC30.02c	37	171	50	100	844	300	0.37	60.0876630283857	0.20260663507109	32.9031330147751	0.149169580977601	0.312641060528272	1.82619883040936	1.25899126345095	2.63869055085862	23	114	1
SPAC30.03c	14	121	53	100	1188	300	0.14	22.735872497227	0.101851851851852	16.5406479807869	0.0637772770484254	0.206135267566324	1.37454545454545	0.757674051335294	2.44888697868793	10	104	1
SPAC30.04c	42	2366	28	100	4443	300	0.42	68.2076174916811	0.532523069997749	86.4812615807195	0.0129173542663229	0.0243053654257957	0.788698224852071	0.573918050052728	1.0798873858681	49	93	1
SPAC30C2.02	75	579	577	100	1225	300	0.75	121.799316949431	0.47265306122449	76.7584266816003	0.101062527568108	0.16578849518539	1.58678756476684	1.23801596270932	2.03090906602102	56	119	1
SPAC30C2.03	93	104	61	100	653	300	0.93	151.031153017294	0.159264931087289	25.8644797605733	0.66973275120642	1.19378673570403	5.83932692307692	4.37335486537792	7.79542738414729	26	167	6.11567298942648e-19
SPAC30C2.04	203	413	406	100	1191	300	2.03	329.670151209792	0.346767422334173	56.314713574156	0.414025287420443	0.583407555129014	5.85406779661017	4.93104117317748	6.94838398158655	78	225	2.61407259782369e-38
SPAC30C2.05	130	99	119	100	809	300	1.3	211.11881604568	0.122373300370828	19.8733125306858	1.00297731396667	1.71975054261384	10.6232323232323	8.11408646999037	13.9127818897459	25	205	6.59676953522183e-42
SPAC30C2.06c	7	198	53	100	1527	300	0.07	11.3679362486135	0.129666011787819	21.0576422230843	0.0152737843658444	0.0775407553993992	0.539848484848485	0.233230687266444	1.18404733494882	12	95	1
SPAC30C2.07	69	863	75	100	2671	300	0.69	112.055371593476	0.323099962560839	52.471139661729	0.0620652481109492	0.102825472896406	2.13556199304751	1.65776277704345	2.74646838106301	41	128	0.0228906593491284
SPAC30C2.08	71	978	175	100	2034	300	0.71	115.303353378794	0.480825958702065	78.0856977886221	0.0566131006669658	0.0929441838743314	1.47662576687117	1.15151046756608	1.8904847000039	55	116	1
SPAC30D11.01c	5	409	48	100	3648	300	0.05	8.11995446329537	0.112116228070175	18.2075733305253	0.00447463203033869	0.0305182852003986	0.445965770171149	0.163234576466756	1.11330704411054	10	95	1
SPAC30D11.02c	2	10	13	100	521	300	0.02	3.24798178531815	0.0191938579654511	3.11706505308843	0.0303002114505232	0.965353981350509	1.042	0.157864101657226	5.02949424283615	1	101	1
SPAC30D11.03	48	786	53	100	2242	300	0.48	77.9515628476355	0.350579839429081	56.9338466382708	0.0451091731399353	0.082432909127288	1.36916030534351	1.01134766179735	1.8481458226338	38	110	1
SPAC30D11.04c	227	1462	101	100	3497	300	2.27	368.64593263361	0.418072633686017	67.8946149576084	0.1346608024119	0.178978557581304	5.42967852257182	4.70908826034415	6.25888015861821	96	231	6.10849467872385e-43
SPAC30D11.05	66	242	45	100	1624	300	0.66	107.183398915499	0.149014778325123	24.1998642871611	0.205761249235577	0.360931797579694	4.42909090909091	3.34156268758578	5.86153239269423	21	145	2.70058631788049e-12
SPAC30D11.06c	38	396	64	100	1955	300	0.38	61.7116539210448	0.202557544757033	32.8951607924805	0.0677694164212761	0.135323173368934	1.8760101010101	1.32489209103595	2.64556803936266	23	115	1
SPAC30D11.07	49	145	56	100	1246	300	0.49	79.5755537402946	0.116372391653291	18.8987704201899	0.241189698517085	0.472410189851097	4.21062068965517	3.00522364352288	5.88623096554466	15	134	3.29216612657933e-08
SPAC30D11.08c	6	382	94	100	1641	300	0.06	9.74394535595444	0.232784887263864	37.8040536865184	0.00634146674342946	0.0363254667415866	0.257748691099476	0.104063469259677	0.596100909229435	20	86	1
SPAC30D11.09	16	417	216	100	1922	300	0.16	25.9838542825452	0.216961498439126	35.2343497522806	0.0224794368019049	0.0644811254097807	0.737458033573141	0.432054775332613	1.23932723037598	20	96	1
SPAC30D11.10	79	591	471	100	1874	300	0.79	128.295280520067	0.315368196371398	51.2155078741469	0.104930307514795	0.170061454562633	2.50500846023689	1.96639396282726	3.18695165850375	42	137	7.21236291482935e-05
SPAC30D11.11	187	1309	387	100	1871	300	1.87	303.686296927247	0.699625868519508	113.618603874438	0.12218510459062	0.166966964486466	2.67285714285714	2.28608330689049	3.12395190554178	118	169	2.57343023893692e-11
SPAC30D11.12	80	106	449	100	308	244	0.8	129.919271412726	0.344155844155844	55.8905956564486	0.558848922586685	1.01876791853597	2.32452830188679	1.72125468156699	3.13780518909079	46	134	0.036767204332883
SPAC30D11.13	39	132	25	100	1008	300	0.39	63.3356448137039	0.130952380952381	21.2665474038688	0.203340738800775	0.427870333897854	2.97818181818182	2.04967464711182	4.31293296569037	16	123	0.00518297981013361
SPAC30D11.14c	405	471	120	100	1769	300	4.05	657.716311526925	0.266252119841718	43.2391017774123	0.751261800262619	0.984162461703573	15.2111464968153	13.2898212466457	17.4098339475362	106	399	3.52356659704847e-135
SPAC31A2.02	65	86	110	100	783	300	0.65	105.55940802284	0.109833971902937	17.8369370074943	0.540890574716155	1.05547979585085	5.91802325581395	4.2351732000275	8.26440680151218	16	149	9.46437663683711e-15
SPAC31A2.03	77	327	18	100	898	300	0.77	125.047298734749	0.364142538975501	59.1364166925966	0.182237139885366	0.303878899493611	2.11455657492355	1.63648951617059	2.72883251745262	47	130	0.037397887754134
SPAC31A2.04c	227	362	283	100	593	300	2.27	368.64593263361	0.610455311973018	99.1373867019536	0.529356502241041	0.742721591218812	3.71853591160221	3.13908405828937	4.40433903592755	123	204	1.95168903085696e-19
SPAC31A2.05c	7	713	28	100	5062	300	0.07	11.3679362486135	0.140853417621493	22.8744667417211	0.00428502441649757	0.0212985069117987	0.496970546984572	0.216907935963107	1.07813041987525	13	94	1
SPAC31A2.06	15	541	0	100	4811	257	0.15	24.3598633898861	0.112450633963833	18.2618805431004	0.0159864398640378	0.0472666238726982	1.33391866913124	0.76910762185886	2.27399727451551	11	104	1
SPAC31A2.07c	87	913	27	100	2587	300	0.87	141.287207661339	0.352918438345574	57.3136329724675	0.0759877476508454	0.119356352660589	2.46515881708653	1.96580303172737	3.08774884332944	48	139	2.87775245116968e-05
SPAC31A2.08	20	164	60	100	777	300	0.2	32.4798178531815	0.211068211068211	34.2772852504618	0.0744442681780087	0.197679166378813	0.947560975609756	0.578431963743127	1.53596712276337	20	100	1
SPAC31A2.09c	63	562	29	100	2348	267	0.63	102.311426237522	0.239352640545145	38.8706508379216	0.0856218177992453	0.146489570444157	2.63209964412811	2.01040028192628	3.43957511402882	31	132	0.000160918447077272
SPAC31A2.10	0	159	15	100	1783	300	0	0	0.0891755468311834	14.4820275901735	0.000572437365969431	0.0302934386987349	0	0.010206558235235	0.540132011998444	8	92	1
SPAC31A2.11c	127	685	76	100	1949	300	1.27	206.246843367702	0.351462288353002	57.0771555398392	0.152699449902588	0.22496748813437	3.61347445255474	2.97611227860143	4.38461634373886	59	168	5.89199547843232e-16
SPAC31A2.12	20	1042	375	100	2450	300	0.2	32.4798178531815	0.42530612244898	69.0693269449288	0.0119948845341193	0.0303707086080266	0.470249520153551	0.293874671085923	0.744082360896651	35	85	1
SPAC31A2.13c	15	85	57	100	383	300	0.15	24.3598633898861	0.221932114882507	36.0415733357758	0.0978745207473662	0.313250697352984	0.675882352941176	0.374859414462412	1.19975017086193	20	95	1
SPAC31A2.14	66	855	74	100	3306	300	0.66	107.183398915499	0.258620689655172	41.9997644653209	0.0595908415292934	0.0998152682904841	2.552	1.97007322095844	3.29989276968341	34	132	0.000178787159210593
SPAC31A2.15c	11	337	30	100	1905	300	0.11	17.8638998192498	0.176902887139108	28.7288677599007	0.0169901893834709	0.0610145128002184	0.621810089020772	0.323663107755121	1.16232646884416	16	95	1
SPAC31A2.16	11	340	14	100	3850	300	0.11	17.8638998192498	0.0883116883116883	14.3417377533529	0.0168418104729898	0.0604703772160749	1.24558823529412	0.648409703210106	2.32810952281889	9	102	1
SPAC31F12.01	205	1684	42	100	4530	300	2.05	332.91813299511	0.371743929359823	60.3708755681651	0.105013406445614	0.141072294500348	5.5145486935867	4.7571073119863	6.39057494086576	82	223	8.57707200729881e-42
SPAC31G5.01	95	486	169	100	1250	300	0.95	154.279134802612	0.3888	63.1407659065848	0.155902192765938	0.244854995643673	2.44341563786008	1.94877740957423	3.06068744554592	54	141	4.06136327429994e-05
SPAC31G5.02	76	493	88	100	1146	300	0.76	123.42330784209	0.430191972076789	69.8627844747752	0.120150602219294	0.197519290872207	1.76665314401623	1.37692590143311	2.26357107339549	52	124	1
SPAC31G5.03	271	377	545	100	392	300	2.71	440.101531910609	0.961734693877551	156.184838401141	0.6130720112873	0.842769125748104	2.817824933687	2.40324228424622	3.30365497293257	181	190	3.65698104836468e-11
SPAC31G5.04	126	426	137	100	1288	300	1.26	204.622852475043	0.330745341614907	53.7127422572023	0.241226818694266	0.362451595856114	3.80957746478873	3.10700142478215	4.66837655462674	56	170	2.23601473236879e-16
SPAC31G5.05c	33	313	66	100	834	300	0.33	53.5916994577494	0.375299760191847	60.9483392568693	0.07238139501191	0.152804067052414	0.879297124600639	0.603660834399329	1.27438591921713	36	97	1
SPAC31G5.06	10	56	28	100	697	300	0.1	16.2399089265907	0.0803443328550933	13.0478464833441	0.0856595376656299	0.361744350646676	1.24464285714286	0.59704697752944	2.52135812400733	8	102	1
SPAC31G5.07	11	132	54	100	504	300	0.11	17.8638998192498	0.261904761904762	42.5330948077377	0.0426951180885401	0.158385408295629	0.42	0.215183395166242	0.79826245780997	23	88	1
SPAC31G5.08	23	472	56	100	1905	300	0.23	37.3517905311587	0.247769028871391	40.2374646370122	0.0312932558444026	0.0752031358576723	0.928283898305085	0.59613652383587	1.43261973808866	24	99	1
SPAC31G5.09c	9	105	25	100	1772	300	0.09	14.6159180339317	0.059255079006772	9.62297086507916	0.0406005655766629	0.174581769398439	1.51885714285714	0.719442022018466	3.09358895374033	6	103	1
SPAC31G5.10	9	119	19	100	1358	300	0.09	14.6159180339317	0.0876288659793814	14.2308480284558	0.0359476938640388	0.153477816135871	1.02705882352941	0.488169682673646	2.08422874312512	8	101	1
SPAC31G5.11	271	831	608	100	291	300	2.71	440.101531910609	2.85567010309278	463.758223986148	0.283642008918431	0.374878730429679	0.94898916967509	0.825398245952635	1.09089710555036	274	97	1
SPAC31G5.12c	4	301	20	100	1594	300	0.04	6.4959635706363	0.188833124215809	30.6663273958834	0.00422722752904477	0.0368374722709176	0.211827242524917	0.0673820068129736	0.587189307998427	16	88	1
SPAC31G5.13	266	1112	137	100	1462	300	2.66	431.981577447314	0.760601915184679	123.521058319897	0.208769894903981	0.274032126249333	3.49723021582734	3.0522158634962	4.00634968576524	158	208	6.91356261610034e-23
SPAC31G5.14	48	1042	38	100	1565	300	0.48	77.9515628476355	0.665814696485623	108.127700329122	0.0341012796794621	0.062043097293393	0.720921305182342	0.533685026983582	0.9709744726416	59	89	1
SPAC31G5.15	12	590	37	100	3413	300	0.12	19.4878907119089	0.172868444184002	28.0736778982963	0.0109522884133618	0.0368678179289217	0.694169491525424	0.373801603548039	1.2582986259141	16	96	1
SPAC31G5.16c	58	488	3	100	4211	300	0.58	94.1914717742263	0.115886962716694	18.8199372029833	0.0896382878232009	0.157253779378829	5.00487704918033	3.77466830023499	6.62195664964251	16	142	7.30886550396707e-14
SPAC31G5.17c	75	992	607	100	789	300	0.75	121.799316949431	1.25728770595691	204.182378392624	0.0593483447951207	0.096171734371069	0.596522177419355	0.468258440433502	0.758794984187735	97	78	1
SPAC31G5.18c	94	535	130	100	931	300	0.94	152.655143909953	0.574650912996778	93.3227849164989	0.14022895921499	0.219929561655217	1.63577570093458	1.30553161029156	2.04754421901007	70	124	1
SPAC31G5.19	18	1896	35	100	5144	300	0.18	29.2318360678633	0.368584758942457	59.8578291695491	0.00578780413396189	0.0153678842484343	0.488354430379747	0.297724644650999	0.79052396573946	31	87	1
SPAC31G5.21	66	200	279	100	414	300	0.66	107.183398915499	0.483091787439614	78.4536663120326	0.247385412000238	0.439565992314865	1.3662	1.02417560568098	1.81980320818354	54	112	1
SPAC323.01c	10	143	7	100	1219	300	0.1	16.2399089265907	0.117309269893355	19.0509185931294	0.034721586115657	0.136551959496573	0.852447552447552	0.423256134749859	1.66456838626322	11	99	1
SPAC323.02c	96	932	66	100	950	300	0.96	155.903125695271	0.981052631578947	159.322053890343	0.0829981935030473	0.127704561553202	0.978540772532189	0.788482838278949	1.21319333475541	97	99	1
SPAC323.03c	0	243	232	100	1911	300	0	0	0.127158555729984	20.6504336429176	0.000374376551471203	0.0197825416165844	0	0.00715433589861469	0.378044370292929	11	89	1
SPAC323.04	4	229	77	100	1926	300	0.04	6.4959635706363	0.118899273104881	19.309133666611	0.00554411541759303	0.048539898765996	0.336419213973799	0.106779662942842	0.934878450233083	11	93	1
SPAC323.05c	77	262	89	100	1825	300	0.77	125.047298734749	0.143561643835616	23.3142802124207	0.226065062716744	0.381616180289809	5.36354961832061	4.12568739458058	6.96449529028902	22	155	4.35818174463699e-18
SPAC323.06c	112	202	119	100	1822	300	1.12	181.886979977816	0.110867178924259	18.0047288867801	0.437211853486037	0.702808873969887	10.1021782178218	7.9659999705156	12.8051776837313	21	191	5.24823199366522e-43
SPAC323.07c	17	862	255	100	2222	300	0.17	27.6078451752043	0.387938793879388	63.0009068169272	0.0118090799420282	0.0324671250896665	0.438213457076566	0.262397756311866	0.721419519492389	32	85	1
SPAC323.08	6	24	37	100	505	300	0.06	9.74394535595444	0.0475247524752475	7.71797651956788	0.0917598386399533	0.642865332009817	1.2625	0.463387185131764	3.24646992664958	4	102	1
SPAC328.01c	33	1961	92	100	4294	300	0.33	53.5916994577494	0.45668374476013	74.1650242315893	0.0117353549707673	0.0240039599573359	0.722600713921469	0.503916142444746	1.030730040568	41	92	1
SPAC328.02	2	666	105	100	3781	300	0.02	3.24798178531815	0.176143877281143	28.6056052502233	0.00051902743539471	0.0121451930948908	0.113543543543544	0.019624427332274	0.45920975091782	15	87	1
SPAC328.03	12	1282	256	100	1957	300	0.12	19.4878907119089	0.655084312723556	106.385095778688	0.00505737042037776	0.0169081169560761	0.183182527301092	0.0989727391267927	0.33089184883041	44	68	1
SPAC328.04	89	808	250	100	2897	300	0.89	144.535189446658	0.27890921643079	45.2946027362282	0.0879322469950905	0.13782345649601	3.19100247524752	2.54739719544777	3.9927455346894	41	148	5.0945298868941e-10
SPAC328.05	28	528	177	100	2090	300	0.28	45.4717449944541	0.252631578947368	41.0271383408608	0.0355470373118189	0.0785893732685634	1.10833333333333	0.742933079817015	1.64251790131298	25	103	1
SPAC328.06	143	1298	31	100	3718	300	1.43	232.230697650248	0.349112426035503	56.6955400395771	0.0923314421246616	0.131381841037291	4.09610169491525	3.43288301819492	4.88477684976649	62	181	3.70547888130055e-22
SPAC328.07c	73	736	80	100	1338	300	0.73	118.551335164112	0.550074738415546	89.3316365468668	0.077382762305445	0.126936298217788	1.32709239130435	1.03538135964685	1.698407670154	61	112	1
SPAC328.08c	3	93	238	100	2000	300	0.03	4.87197267797722	0.0465	7.55155765086469	0.00817162613264579	0.105162099392827	0.645161290322581	0.163432522652916	2.10324198785655	4	99	1
SPAC328.09	25	736	19	100	1645	70	0.25	40.5997723164768	0.44741641337386	72.6600180545336	0.0223021510687473	0.0513243228465083	0.558763586956522	0.366870385080894	0.844285110825062	38	87	1
SPAC328.10c	151	296	128	100	474	300	1.51	245.22262479152	0.624472573839662	101.413777263098	0.417305862186059	0.623411837164785	2.41804054054054	1.97802978676192	2.95497210816108	96	155	9.57450260584943e-06
SPAC32A11.01	74	1722	105	100	2207	300	0.74	120.175326056771	0.780244676030811	126.711024791977	0.0338045046007818	0.0545448413701527	0.948420441347271	0.746065416539255	1.20380464903927	76	98	1
SPAC32A11.02c	40	668	20	100	3039	300	0.4	64.959635706363	0.219809147745969	35.6968054062607	0.0429246971069693	0.0832116450591089	1.81976047904192	1.3044815450808	2.52880189334632	25	115	1
SPAC32A11.03c	28	1434	37	100	4525	300	0.28	45.4717449944541	0.316906077348066	51.4652583441572	0.0131741533146034	0.0287448922749621	0.883542538354254	0.596130437485804	1.30070637544203	30	98	1
SPAC32A11.04c	113	476	157	100	945	300	1.13	183.510970870475	0.503703703703704	81.8010227413459	0.192318764401808	0.292829142935921	2.24338235294118	1.81741232359709	2.76723540074445	71	142	0.000264221135837056
SPAC343.01c	3	670	27	100	2452	300	0.03	4.87197267797722	0.273246329526917	44.3749550604233	0.00115328102148032	0.0143140733254561	0.109791044776119	0.0282784506466975	0.350981077940184	22	81	1
SPAC343.02	19	68	91	100	1045	300	0.19	30.8558269605224	0.0650717703349282	10.5675962393126	0.16249244842327	0.475682774909556	2.91985294117647	1.69804608602317	4.97088499780486	7	112	1
SPAC343.03	20	50	6	100	1178	300	0.2	32.4798178531815	0.0424448217317487	6.89300039328979	0.23030599898855	0.689152008916821	4.712	2.71300466808512	8.11821066504016	4	116	0.00517375745278152
SPAC343.04c	45	332	67	100	1870	300	0.45	73.0795901696583	0.177540106951872	28.8323516771558	0.0980043417387555	0.18688201180356	2.53463855421687	1.83268119051473	3.49469362072658	21	124	0.0164116556025929
SPAC343.05	36	1048	80	100	1993	300	0.36	58.4636721357267	0.525840441545409	85.396008806157	0.0242698886161658	0.0483973745346124	0.684618320610687	0.483698880120185	0.964559674474825	46	90	1
SPAC343.06c	141	480	175	100	1156	300	1.41	228.982715864929	0.41522491349481	67.4321477920723	0.242361967841817	0.35586311963611	3.39575	2.80170434825141	4.11377766299343	70	171	1.89491147131739e-14
SPAC343.07	1	14	9	100	1786	300	0.01	1.62399089265907	0.00783874580067189	1.27300517901607	0.00350210863509423	0.514391103811047	1.27571428571429	0.062547660222783	9.1870251140653	0	101	1
SPAC343.08c	31	963	320	100	2737	300	0.31	50.3437176724313	0.351845085860431	57.139321506419	0.0221174318348633	0.0465839349446848	0.881069574247144	0.60535410932021	1.27500229943602	34	97	1
SPAC343.09	58	528	85	100	1564	300	0.58	94.1914717742263	0.337595907928389	54.8252679874674	0.0829435631221778	0.145170427226631	1.7180303030303	1.29723732723086	2.27046548182452	39	119	1
SPAC343.10	14	539	71	100	2034	300	0.14	22.735872497227	0.264995083579154	43.0349602331977	0.0146742120968553	0.0451040976695685	0.528311688311688	0.298473474050037	0.917417346599022	23	91	1
SPAC343.11c	188	1463	92	100	4799	300	1.88	305.310287819906	0.304855178162117	49.5082032915238	0.110064403406445	0.1499770210373	6.16686261107314	5.28199071947528	7.19739723958002	67	221	5.63697903665015e-45
SPAC343.12	82	2277	581	100	1728	300	0.82	133.167253198044	1.31770833333333	213.99463325143	0.0287034284021387	0.0451224554373437	0.622292490118577	0.495995242788956	0.7797160299573	103	79	1
SPAC343.13	7	100	8	100	1727	300	0.07	11.3679362486135	0.0579038795599305	9.40353730549551	0.0298330429584381	0.155804925389961	1.2089	0.515216651892227	2.69075106148463	5	102	1
SPAC343.14c	189	557	45	100	1279	300	1.89	306.934278712565	0.435496481626271	70.7242319946133	0.28670182604854	0.40147199158155	4.33987432675045	3.66691635516083	5.13482677232803	87	202	7.01760981521448e-26
SPAC343.15	129	566	108	100	1621	300	1.29	209.494825153021	0.349167180752622	56.7044321557703	0.187352084616165	0.277098672490498	3.69450530035336	3.03697729162804	4.49176948107097	59	170	2.20731322560059e-16
SPAC343.16	57	1129	267	100	2117	300	0.57	92.5674808815672	0.53330184222957	86.6077334819128	0.0383234616592575	0.0663605007421203	1.06881310894597	0.811307683326481	1.40485180071069	54	103	1
SPAC343.17c	12	777	355	100	6225	300	0.12	19.4878907119089	0.124819277108434	20.2705369252386	0.00832882966643676	0.0279513791523018	0.961389961389961	0.518469646735689	1.73997335223078	12	100	1
SPAC343.18	4	212	72	100	1097	300	0.04	6.4959635706363	0.193254329990884	31.3843271872127	0.00598428816219046	0.0524758625250183	0.206981132075472	0.0656476411392293	0.575660211899451	16	88	1
SPAC343.19	244	744	100	100	2499	300	2.44	396.253777808814	0.297719087635054	48.3493086890096	0.283041412712084	0.379923290036149	8.19564516129032	7.07320490367498	9.49428301800337	78	266	1.8369561615928e-66
SPAC343.20	90	1284	315	100	1654	300	0.9	146.159180339317	0.776299879081016	126.070393359991	0.0562612564964144	0.0872278986960192	1.15934579439252	0.930561182450694	1.44274944443216	83	107	1
SPAC343.21	0	142	424	100	2391	300	0	0	0.0593893768297783	9.64478070922578	0.000641076103730268	0.0339433348565579	0	0.0153281296401907	0.8115851364203	5	95	1
SPAC3A11.02	76	945	219	100	2060	300	0.76	123.42330784209	0.45873786407767	74.4986113380012	0.0632002240640235	0.102191884337525	1.65671957671958	1.30192461571888	2.10515281735301	55	121	1
SPAC3A11.03	3	123	3	100	3509	300	0.03	4.87197267797722	0.0350527215730978	5.6925300597625	0.00620750739763349	0.0790741089129652	0.855853658536585	0.217821434582959	2.77471048175595	3	100	1
SPAC3A11.04	4	173	0	100	3476	300	0.04	6.4959635706363	0.0497698504027618	8.08257837830897	0.00731701691198047	0.0644681189806446	0.803699421965318	0.254339507860441	2.24091181576721	4	100	1
SPAC3A11.05c	0	300	42	100	2945	300	0	0	0.101867572156197	16.5432009438955	0.000303192259372212	0.0160124953855865	0	0.00892901203851165	0.471567989105523	9	91	1
SPAC3A11.06	2	315	7	100	2642	300	0.02	3.24798178531815	0.119227857683573	19.3624955029375	0.00109474606343052	0.0257565379790014	0.167746031746032	0.0289231909958343	0.680487733405216	10	92	1
SPAC3A11.07	105	2825	1005	100	2299	300	1.05	170.519043729203	1.22879512831666	199.555209733009	0.030434207956447	0.0453506796765462	0.854495575221239	0.699682440918716	1.0426121257638	113	92	1
SPAC3A11.08	76	715	158	100	2619	300	0.76	123.42330784209	0.273004963726613	44.3357574742741	0.0832867640507218	0.135463053344843	2.78383216783217	2.1812803504884	3.54777736710143	37	139	2.02187340615652e-06
SPAC3A11.09	90	1087	70	100	2714	300	0.9	146.159180339317	0.400515843773029	65.0434082653063	0.0663697207450965	0.103173839952985	2.24710211591536	1.80127422102192	2.80013801632401	54	136	0.000503100042853896
SPAC3A11.10c	162	441	81	100	1327	300	1.62	263.08652461077	0.33232856066315	53.9698555887454	0.305540962889861	0.441496986751384	4.87469387755102	4.05452857754845	5.85866501419087	65	197	2.03378344812625e-27
SPAC3A11.11c	41	182	60	100	1568	300	0.41	66.583626599022	0.116071428571429	18.8498942897928	0.158141352766002	0.319850707379965	3.53230769230769	2.47965641137092	5.01525909171785	14	127	3.41865111774479e-05
SPAC3A11.12c	375	1215	386	100	1887	300	3.75	608.996584747153	0.643879173290938	104.565391339734	0.274421440890969	0.347092289474306	5.82407407407407	5.17833258961258	6.54963150238015	186	289	3.11120317367239e-57
SPAC3A11.13	54	58	72	100	506	300	0.54	87.69550820359	0.114624505928854	18.6149153704005	0.632533810350506	1.37006682599785	4.71103448275862	3.20062108037356	6.93253813954914	15	139	2.19148939978438e-08
